code,description,steps
2999,Работа ретардера,"Обратное регулирование по температуре или отключение из-за превышения температуры

Стратегия текущего контроля: Контроль температуры масла

Возможные FMI: 8

Приоритет ошибки: 7

Реакция системы: Ретардер управляется в соответствии со слишком высокой температурой масла или сокращается создаваемый тормозной момент

Устранение: дополнительные действий не требуется. Речь идет о нормальном рабочем состоянии"
4500,Определение частоты вращения двигателя,"Определение частоты вращения двигателя (положительный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Отсутствие или ограниченность работы задней передачи. При одновременно неисправном датчике отбора мощности работа только в аварийном режиме. Отсутствие зависимого от частоты вращения двигателя ограничения крутящего момента. Ограниченное снижение крутящего момента двигателя. Характеристики дополнительных потребителей не учитываются.

Устранение: проверка штекерных соединений, кабелей и датчика"
4501,Определение частоты вращения выходного вала КПП,"Определение частоты вращения выходного вала КПП (положительный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Ретардер не работает. Отсутствие или ограниченность работы задней передачи. Движение только на первой передаче. Более высокие передачи только при очень высокой частоте вращения двигателя (функция защиты двигателя). Если имеется функция замены, при определенных обстоятельствах ошибка приводит только к ухудшению переключений и более жесткой активации ретардера. При одновременно неисправном датчике частоты вращения двигателя работа только в аварийном режиме.

Устранение: проверка штекерных соединений, кабелей и датчика"
4502,Определение частоты вращения турбины,"Определение частоты вращения турбины (датчик или цепь датчика, отрицательный контакт датчика или цепи датчика, замыкание проводов датчика друг на друга)

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или качество сигнала.

Возможные FMI: 0, 5, 6, 7, 8, 10

Приоритет ошибки: 5

Реакция системы: Жесткое включение ретардера. Отсутствие торможения на 1 передаче (отсутствие торможения с помощью дисков RBK).

Устранение: проверка штекерных соединений, кабелей и датчика. Проверьте монтажное положение датчика (отступ, положение допуска), проверьте датчик на закрепленность корректность работы, проверьте колесо датчику на повреждения"
4503,Определение частоты вращения турбины,"Определение частоты вращения турбины (положительный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткое включение ретардера. Отсутствие торможения на 1 передаче (отсутствие торможения с помощью дисков RBK).

Устранение: проверка штекерных соединений, кабелей и датчика"
4504,Определение температуры масла КПП,"Определение температуры масла КПП (положительный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: большие усилия для переключений при холодном масле. Зависимое от температуры управление ретардером ограничено

Устранение: проверка штекерных соединений, кабелей и датчика"
4505,Определение температуры масла КПП,"Определение температуры масла КПП (отрицательный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: большие усилия для переключений при холодном масле. Зависимое от температуры управление ретардером ограничено

Устранение: проверка штекерных соединений, кабелей и датчика"
4506,Определение температуры масла ретардера,"Определение температуры масла ретардера (положительный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: зависимое от температуры управление ретардером ограничено

Устранение: проверка штекерных соединений, кабелей и датчика"
4507,Определение температуры масла ретардера,"Определение температуры масла ретардера (отрицательный контакт датчика или цепь датчика)

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: зависимое от температуры управление ретардером ограничено

Устранение: проверка штекерных соединений, кабелей и датчика"
4508,Электропитание магнитного клапана,"Центральный магнитный клапан (слишком низкое напряжение электропитания магнитного клапана)

Стратегия текущего контроля: проверка пределов напряжения

Возможные FMI: 2

Приоритет ошибки: 2

Реакция системы: Нет"
4510,Индуктор магнитного клапана EK (входное сцепление),"Индуктор магнитного клапана EK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или возможно только на 1 или 2 передаче

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4511,Измерительная катушка магнитного клапана EK (входное сцепление),"Измерительная катушка магнитного клапана EK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности, 3-2, ANS-1, N-1, N-2 и N-R

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4512,Проводное соединение отрицательного контакта индуктора магнитного клапана EK (входное сцепление),"Проводное соединение между отрицательным контактом индуктора магнитного клапана EK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4513,Проводное соединение отрицательного контакта измерительной катушки магнитного клапана EK (входное сцепление),"Проводное соединение между отрицательным контактом измерительной катушки магнитного клапана EK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности, 3-2, ANS-1, N-1, N-2 и N-R

Устранение: проверьте штекерные и проводные соединения"
4514,Проводное соединение положительного контакта индуктора магнитного клапана EK (входное сцепление),"Проводное соединение между положительным контактом индуктора магнитного клапана EK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Движение невозможно или возможно только на 1 или 2 передаче

Устранение: проверьте штекерные и проводные соединения"
4515,Проводное соединение положительного контакта измерительной катушки магнитного клапана EK (входное сцепление),"Проводное соединение между положительным контактом измерительной катушки магнитного клапана EK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности, 3-2, ANS-1, N-1, N-2 и N-R

Устранение: проверьте штекерные и проводные соединения"
4520,Индуктор магнитного клапана DK (распределительное сцепление),"Индуктор магнитного клапана DK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 3-2 и 4-3

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4521,Измерительная катушка магнитного клапана DK (распределительное сцепление),"Измерительная катушка магнитного клапана DK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 3-2 и 4-3

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4522,Проводное соединение отрицательного контакта индуктора магнитного клапана DK (промежуточное сцепление),"Проводное соединение между отрицательным контактом индуктора магнитного клапана DK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4523,Проводное соединение отрицательного контакта измерительной катушки магнитного клапана DK (промежуточное сцепление),"Проводное соединение между отрицательным контактом измерительной катушки магнитного клапана DK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 3-2 и 4-3

Устранение: проверьте штекерные и проводные соединения"
4524,Проводное соединение положительного контакта индуктора магнитного клапана DK (промежуточное сцепление),"Проводное соединение между положительным контактом индуктора магнитного клапана DK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Движение невозможно или невозможно на 3 передаче

Устранение: проверьте штекерные и проводные соединения"
4525,Проводное соединение положительного контакта измерительной катушки магнитного клапана DK (промежуточное сцепление),"Проводное соединение между положительным контактом измерительной катушки магнитного клапана DK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 3-2 и 4-3

Устранение: проверьте штекерные и проводные соединения"
4530,Индуктор магнитного клапана SK (сцепление ускоряющей передачи),"Индуктор магнитного клапана SK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или невозможно на 4 передаче

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4531,Измерительная катушка магнитного клапана SK (сцепление ускоряющей передачи),"Измерительная катушка магнитного клапана SK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 3-2 и 4-3

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4532,Проводное соединение отрицательного контакта индуктора магнитного клапана SK (сцепление ускоряющей передачи),"Проводное соединение между отрицательным контактом индуктора магнитного клапана SK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4533,Проводное соединение отрицательного контакта измерительной катушки магнитного клапана SK (сцепление ускоряющей передачи),"Проводное соединение между отрицательным контактом измерительной катушки магнитного клапана SK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 3-2 и 4-3

Устранение: проверьте штекерные и проводные соединения"
4534,Проводное соединение положительного контакта индуктора магнитного клапана SK (сцепление ускоряющей передачи),"Проводное соединение между положительным контактом индуктора магнитного клапана SK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Движение невозможно или невозможно на 4 передаче

Устранение: проверьте штекерные и проводные соединения"
4535,Проводное соединение положительного контакта измерительной катушки магнитного клапана SK (сцепление ускоряющей передачи),"Проводное соединение между положительным контактом измерительной катушки магнитного клапана SK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 4-3

Устранение: проверьте штекерные и проводные соединения"
4540,Индуктор магнитного клапана PB (пневмотормоз),"Индуктор магнитного клапана PB. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или невозможно на механических передачах (2, 3 и 4 передача)

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4541,Измерительная катушка магнитного клапана PB (пневмотормоз),"Измерительная катушка магнитного клапана PB. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 4-3

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4542,Проводное соединение отрицательного контакта индуктора магнитного клапана PB (пневмотормоз),"Проводное соединение между отрицательным контактом индуктора магнитного клапана PB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4543,Проводное соединение отрицательного контакта измерительной катушки магнитного клапана PB (пневмотормоз),"Проводное соединение между отрицательным контактом измерительной катушки магнитного клапана PB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 1-2

Устранение: проверьте штекерные и проводные соединения"
4544,Проводное соединение положительного контакта индуктора магнитного клапана PB (пневмотормоз),"Проводное соединение между положительным контактом индуктора магнитного клапана PB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Движение невозможно или невозможно на механических передачах (2, 3 и 4 передача)

Устранение: проверьте штекерные и проводные соединения"
4545,Проводное соединение положительного контакта измерительной катушки магнитного клапана PB (пневмотормоз),"Проводное соединение между положительным контактом измерительной катушки магнитного клапана PB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 1-2

Устранение: проверьте штекерные и проводные соединения"
4550,"Индуктор магнитного клапана RBK (тормоз задней передачи, малый поршень)","Индуктор магнитного клапана RBK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение или работа ретардера невозможны, отсутствие задней передачи, отсутствие ANS, с блокировкой КПП с помощью TB и RBK

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4551,"Измерительная катушка магнитного клапана RBK (тормоз задней передачи, малый поршень)","Измерительная катушка магнитного клапана RBK. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности включение ретардера

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4552,"Проводное соединение отрицательного контакта индуктора магнитного клапана RBK (тормоз задней передачи, малый поршень)","Проводное соединение между отрицательным контактом индуктора магнитного клапана RBK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4553,"Проводное соединение отрицательного контакта измерительной катушки магнитного клапана RBK (тормоз задней передачи, малый поршень)","Проводное соединение между отрицательным контактом измерительной катушки магнитного клапана RBK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности включение ретардера

Устранение: проверьте штекерные и проводные соединения"
4554,"Проводное соединение положительного контакта индуктора магнитного клапана RBK (тормоз задней передачи, малый поршень)","Проводное соединение между положительным контактом индуктора магнитного клапана RBK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Движение или работа ретардера невозможны, отсутствие задней передачи, отсутствие ANS, с блокировкой КПП с помощью TB и RBK

Устранение: проверьте штекерные и проводные соединения"
4555,"Проводное соединение положительного контакта измерительной катушки магнитного клапана RBK (тормоз задней передачи, малый поршень)","Проводное соединение между положительным контактом измерительной катушки магнитного клапана RBK и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности включение ретардера

Устранение: проверьте штекерные и проводные соединения"
4560,Индуктор магнитного клапана TB (тормоз турбины),"Индуктор магнитного клапана TB. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или возможно только на 1 передаче

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4561,Измерительная катушка магнитного клапана TB (тормоз турбины),"Измерительная катушка магнитного клапана TB. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 2-1

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4562,Проводное соединение отрицательного контакта индуктора магнитного клапана TB (тормоз турбины),"Проводное соединение между отрицательным контактом индуктора магнитного клапана TB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4563,Проводное соединение отрицательного контакта индуктора измерительной катушки TB (тормоз турбины),"Проводное соединение между отрицательным контактом измерительной катушки магнитного клапана TB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 2-1

Устранение: проверьте штекерные и проводные соединения"
4564,Проводное соединение положительного контакта индуктора магнитного клапана TB (тормоз турбины),"Проводное соединение между положительным контактом индуктора магнитного клапана TB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Движение невозможно или возможно только на 1 передаче

Устранение: проверьте штекерные и проводные соединения"
4565,Проводное соединение положительного контакта индуктора измерительной катушки TB (тормоз турбины),"Проводное соединение между положительным контактом измерительной катушки магнитного клапана TB и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 5

Реакция системы: Жесткие переключения. Возможно, затронуты все варианты переключений, в особенности 2-1

Устранение: проверьте штекерные и проводные соединения"
4570,Магнитный клапан WP (давление гидротрансформатора),"Магнитный клапан WP. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или не работает ретардер. Движение задним ходом ограничено

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4572,Проводное соединение отрицательного контакта индуктора магнитного клапана WP (давление гидротрансформатора),"Проводное соединение между отрицательным контактом индуктора магнитного клапана WP и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4574,Проводное соединение положительного контакта индуктора магнитного клапана WP (давление гидротрансформатора),"Проводное соединение между положительным контактом индуктора магнитного клапана WP и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Ретардер не работает. Движение задним ходом ограничено

Устранение: проверьте штекерные и проводные соединения"
4580,Магнитный клапан WR (регулирование давления гидротрансформатора),"Магнитный клапан WR. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или работа ретардера только с минимальным или максимальным моментом. Движение задним ходом ограничено.

Устранение: проверьте штекерные соединения и провода, проверьте индуктор"
4582,Проводное соединение отрицательного контакта индуктора магнитного клапана WR (регулирование давления гидротрансформатора),"Проводное соединение между отрицательным контактом индуктора магнитного клапана WR и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: движение невозможно

Устранение: проверьте штекерные и проводные соединения"
4584,Проводное соединение положительного контакта индуктора магнитного клапана WR (регулирование давления гидротрансформатора),"Проводное соединение между положительным контактом индуктора магнитного клапана WR и блоком управления КПП

Стратегия текущего контроля: проверка на предмет короткого замыкания на массу или +UBat.

Возможные FMI: 5, 6

Приоритет ошибки: 2

Реакция системы: Работа ретардера только с минимальным или максимальным моментом. Движение задним ходом ограничено.

Устранение: проверьте штекерные и проводные соединения"
4590,"Магнитный клапан RBG (тормоз задней передачи, большой поршень)","Магнитный клапан RBG. Проводное соединение между магнитным клапаном и блоком управления КПП

Стратегия текущего контроля: Проверка на короткое замыкание на массу или на +Ubat, короткое замыкание проводов друг на друга, разрыв цепи или достоверность

Возможные FMI: 0, 3, 5, 6, 7, 10

Приоритет ошибки: 2

Реакция системы: Движение невозможно или не работает ретардер и задняя передача

Устранение: проверьте штекерные и проводные соединения"
