code,description,steps
5000,Датчик давления воздуха после дросселя в подающем модуле,"Стратегия текущего контроля: проверка датчика давления воздуха после дросселя на предмет электрических сбоев

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P209A, P209B, P209C, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на +Ubat → сигнал слишком высокий (FMI 12) или короткое замыкание на массу → сигнал слишком низкий (FMI 5). Питающее напряжение отсутствует или неправильное (FMI 7)

Реакция системы: при возникновении неисправности увеличение давления AdBlue невозможно, т.е. система не будет работать. Система отключается до следующего пуска (кл. 15 вкл.)

Устранение: если питающее напряжение в норме или неисправность не может быть установлена, то замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5001,Датчик давления воздуха перед дросселем в подающем модуле,"Стратегия текущего контроля: проверка датчика давления воздуха перед дросселем на предмет электрических сбоев

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P2038, P2939, P2040, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на +Ubat → сигнал слишком высокий (FMI 12) или короткое замыкание на массу → сигнал слишком низкий (FMI 5). Питающее напряжение отсутствует или неправильное (FMI 7)

Реакция системы: при возникновении неисправности увеличение давления AdBlue невозможно, т.е. система не будет работать. Система отключается до следующего пуска (кл. 15 вкл.)

Устранение: если питающее напряжение в норме или неисправность не может быть установлена, то замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5002,Температура после катализатора,"Стратегия текущего контроля: проверка датчика температуры после катализатора на предмет электрических сбоев

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P042C, P042D, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на массу (FMI 5), обрыв или короткое замыкание на +Ubat (FMI 12)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение:

– С помощью ПК проверьте температуру на достоверность

– Проверьте или отремонтируйте кабельное соединение, замените датчик"
5003,Температура перед катализатором,"Стратегия текущего контроля: проверка датчика температуры перед катализатором на предмет электрических сбоев

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P0427, P0428, P2BAE (длительная неисправность)

Описание неисправности: короткое замыкание на массу (FMI 5), обрыв или короткое замыкание на +Ubat (FMI 12)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение:

– С помощью ПК проверьте температуру на достоверность

– Проверьте или отремонтируйте кабельное соединение, замените датчик"
5004,Датчик давления AdBlue в подающем модуле,"Стратегия текущего контроля: проверка датчика давления AdBlue в подающем модуле на предмет функциональности и достоверности

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P204A, P204C, P204D, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на +Ubat → сигнал слишком высокий (FMI 12) или короткое замыкание на массу → сигнал слишком низкий (FMI 5). Питающее напряжение отсутствует или неправильное (FMI 7)

Реакция системы: при возникновении неисправности увеличение давления AdBlue невозможно, т.е. система не будет работать. Система отключается до следующего пуска (кл. 15 вкл.)

Устранение: если питающее напряжение в норме или неисправность не может быть установлена, то замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5005,Температура AdBlue в подающем модуле,"Стратегия текущего контроля: проверка датчика температуры AdBlue в подающем модуле на предмет электрических сбоев

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P2044, P2045, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на +Ubat → сигнал слишком высокий (FMI 12) или короткое замыкание на массу → сигнал слишком низкий (FMI 5). В случае если температура AdBlue в подающем модуле явно превышает температуру бака, то это может быть обусловлено дефектом обогрева.

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение:

– С помощью ПК сравнивают температуру AdBlue в баке и в подающем модуле

– Если температуры не совпадают, то замените подающий модуль"
5006,Неисправность ЭСППЗУ,"Стратегия текущего контроля: проверка блока управления на предмет неисправности ЭСППЗУ или ошибочного кодирования

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P062F, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: сбой ЭСППЗУ, ошибка контрольной суммы, связи ЭСППЗУ, неправильный номер варианта, неправильное кодирование (FMI 9)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: если неисправность не может быть установлена, то замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5007,Контроль замораживания,"Стратегия текущего контроля: контроль числа циклов замораживания

Приоритетность неисправности: 4

Описание неисправности: предельное значение счетчика циклов замораживания 2 превышено (FMI 1)

Реакция системы: Нет

Устранение: проведите испытание дозировочного модуля с помощью ПК

Испытание дозировочного модуля: это испытание позволяет проверить, может ли дозировочный модуль назначить правильное количество AdBlue.

Измерение проводится без воздействия или подачи сжатого воздуха.

Эта процедура проводится, только если значение температуры после катализатора составляет –25 °C. Это значение температуры имитируется, так как вместо датчика температуры B634 подсоединяется резистор с сопротивлением 180Ом.

Для этого испытания демонтируют установленный в автомобиле дозировочный трубопровод (соединительный трубопровод между дозировочным модулем и соплом) и на его место подсоединяют PA-трубу длиной прибл. 1500мм. На выходе этого измерительного трубопровода устанавливается измерительная емкость 250мл. Контрольное количество измеряется в конце испытания.

Испытываются три дозируемых количества. Для обеспечения правильной оценки дозирующей системы следует проводить все три испытания.

Контрольные количества для D20:

Большое количество: продолжительность испытания 90с, количество: 160-170мл

Среднее количество: продолжительность испытания 180c, количество: 75-85мл

Малое количество: продолжительность испытания 300c, количество: 50-60мл

Порядок действий:

– Отсоедините датчик температуры B634 на двухконтактном штекерном соединении и подсоедините испытательный блок (№ Cartool: 97 1 060) на месте датчика температуры

– Установите на контрольном потенциометре (№ Cartool: 971031) 10Ом — 1кОм значение прибл. 180Ом и подсоедините между красным и черным штекерным разъемом на испытательном блоке (№ Cartool: 971060)

– Проверьте в текущем контроле температур температуру после катализатора. Номинальное значение –25 °C"
5008,Аварийное отключение,"Стратегия текущего контроля: проверка на предмет слишком высокой температуры в подающем модуле или утечки AdBlue

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P204F, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: температура в подающем модуле слишком высокая (FMI 1), система AdBlue негерметична (FMI 0).

Реакция системы: при чрезмерно высокой температуре система отключается до следующего пуска (кл. 15 вкл). При утечке AdBlue система отключается до тех пор, пока регистратор неисправностей не будет стерт!

Устранение:

– Проверьте температуру с помощью ПК

– Проведите испытание дозировочного модуля с помощью ПК

– Определите температуру AdBlue в емкости и сравните с температурой текущего контроля

– Если температуры значительно отличаются, то замените подающий модуль

Испытание дозировочного модуля: это испытание позволяет проверить, может ли дозировочный модуль назначить правильное количество AdBlue.

Измерение проводится без воздействия или подачи сжатого воздуха.

Эта процедура проводится, только если значение температуры после катализатора составляет –25 °C. Это значение температуры имитируется, так как вместо датчика температуры B634 подсоединяется резистор с сопротивлением 180Ом.

Для этого испытания демонтируют установленный в автомобиле дозировочный трубопровод (соединительный трубопровод между дозировочным модулем и соплом) и на его место подсоединяют PA-трубу длиной прибл. 1500мм. На выходе этого измерительного трубопровода устанавливается измерительная емкость 250мл. Контрольное количество измеряется в конце испытания.

Испытываются три дозируемых количества. Для обеспечения правильной оценки дозирующей системы следует проводить все три испытания.

Контрольные количества для D20:

Большое количество: продолжительность испытания 90с, количество: 160-170мл

Среднее количество: продолжительность испытания 180c, количество: 75-85мл

Малое количество: продолжительность испытания 300c, количество: 50-60мл

Порядок действий:

– Отсоедините датчик температуры B634 на двухконтактном штекерном соединении и подсоедините испытательный блок (№ Cartool: 971060) на месте датчика температуры

– Установите на контрольном потенциометре (№ Cartool: 971031) 10Ом — 1кОм значение прибл. 180Ом и подсоедините между красным и черным штекерным разъемом на испытательном блоке (№ Cartool: 971060)

– Проверьте в текущем контроле температур температуру после катализатора. Номинальное значение –25 °C"
5009,Шланг обогрева наружный (определение замерзшего участка между баком и подающим модулем),"Стратегия текущего контроля: проверка трубопроводов AdBlue между баком и подающим модулем на предмет замерзания

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P20C2, P20BE, P204B, P20BA, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: замерзший трубопровод между подающим модулем и баком, между подающим модулем и дозировочным модулем и/или замерзший обратный трубопровод (FMI 1)

Реакция системы: система отключается до следующего пуска (кл. 15)

Возможные причины неисправностей трубопроводов между подающим модулем и баком:

– Замерзший трубопровод

– Бак пуст

– Блокированы аэрация бака и удаление из него воздуха

– Блокирован или имеет неплотность впускной трубопровод между баком и подающим модулем

– Фильтр грубой очистки загрязнен/блокирован

– Главный фильтр загрязнен/блокирован

– Клапан выпуска воздуха механически блокирован

– Обратный трубопровод к баку блокирован

Примечание: предусмотрено два фильтра грубой очистки — один фильтр грубой очистки в подающем модуле и один фильтр грубой очистки подающей линии AdBlue. Соблюдайте инструкции в сервисной информации 180400, 200200 и 223200!

Возможные причины неисправностей на трубопроводах между подающим модулем и дозировочным модулем:

– Замерзший трубопровод

– Сопло блокировано

– Дозировочный модуль блокирован

Возможные причины неисправностей на обратном трубопроводе:

– Замерзший трубопровод

– См. SPN 5037"
5010,Внутренний сбой датчика NOx,"Стратегия текущего контроля: проверка датчика NOx на предмет внутренних сбоев

Приоритетность неисправности: 4

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора (FMI 9) или обрыв (FMI 10)

Устранение: проверьте или отремонтируйте кабельное соединение, замените датчик"
5012,Регулировочный воздушный клапан (электрическая неисправность),"Стратегия текущего контроля: проверка регулировочного воздушного клапана в подающем модуле на предмет электрических неисправностей

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P20A8, P20A9, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на +Ubat (FMI 6), обрыв или короткое замыкание на массу (FMI 13)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: Замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5014,Шланг обогрева в подающем модуле,"Стратегия текущего контроля: проверка системы обогрева AdBlue внутри подающего модуля на предмет электрических сбоев

Приоритетность неисправности: 3

Описание неисправности: система обогрева внутри подающего модуля не работает, короткое замыкание на +Ubat (FMI 6), обрыв или короткое замыкание на массу (FMI 13)

Реакция системы: если система замерзла, то, возможно, ее не удалось разморозить и дозировка была прервана

Устранение: замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5016,Отопление с принудительной циркуляцией в подающем модуле,"Стратегия текущего контроля: проверка внутреннего обогрева насоса в подающем модуле на предмет электрических сбоев

Приоритетность неисправности: 3

Описание неисправности: система обогрева насоса внутри подающего модуля не работает, короткое замыкание на +Ubat (FMI 6), обрыв или короткое замыкание на массу (FMI 13)

Реакция системы: если система замерзла, то, возможно, ее не удалось разморозить и дозировка была прервана

Устранение: замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5018,Дозировочный модуль (электрический сбой),"Стратегия текущего контроля: проверка дозировочного модуля на предмет электрических сбоев

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P2048, P2049, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: короткое замыкание на +Ubat (FMI 6), обрыв или короткое замыкание на массу (FMI 13)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: проверьте или отремонтируйте кабельное соединение, замените дозировочный модуль

Важно: во время монтажных работ на дозировочном модуле,например при монтаже нового трубопровода для сопла, следите, чтобы разъем трубопровода сопла находился плоской стороной под углом 90° к монтажной поверхности дозировочного модуля, т.е. фланец не должен прокручиваться (удерживайте клапан/сопло в противоположном направлении). Прокручивание приводит к повышению противодавления дозировочного модуля и вследствие этого к блокировке воздушного канала!"
5019,Клапан охлаждающей жидкости для контура обогрева AdBlue (клапан обогрева бака),"Стратегия текущего контроля: проверка клапана обогрева бака на предмет электрических сбоев

Приоритетность неисправности: 3

Описание неисправности: короткое замыкание на +Ubat (FMI 6), обрыв или короткое замыкание на массу (FMI 13)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: проверьте или отремонтируйте кабельное соединение, замените клапан обогрева бака"
5021,Двигатель насоса,"Стратегия текущего контроля: проверка двигателя насоса на предмет превышения номинальной скорости вращения или блокирования

Приоритетность неисправности: 5

Описание неисправности: система распознает превышение номинальной частоты вращения насоса (FMI 1) или блокировку насоса (FMI 2)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение:

– Проведите тестирование исполнительных элементов ""включения насоса"" с помощью ПК. Максимальное давление AdBlue должно составлять2,3-2,8бар

– С помощью ПК проведите процедуру ""Максимальный объем модуля насоса""

– Замените подающий модуль

Максимальный объем модуля насоса: это тестирование позволяет проверить, обеспечивает ли модуль насоса подачу AdBlue в надлежащем количестве.

Измерение проводится без воздействия или подачи сжатого воздуха.

Эта процедура проводится, только если значение температуры после катализатора составляет –25 °C. Это значение температуры имитируется, так как вместо датчика температуры B634 подсоединяется резистор с сопротивлением 180Ом.

Для проведения тестирования следует отсоединить в автомобиле соединительный трубопровод между подающим и дозировочным модулями на дозировочном модуле и удлинить PA-трубой длиной прибл. 1500мм. На выходе этого измерительного трубопровода устанавливается контрольный дроссель в измерительной емкости 500мл. Измеренное контрольное количество взвешивается в конце тестирования, и оно должно составлять не менее 250г.

– Отсоедините датчик температуры B634 на двухконтактном штекерном соединении и подсоедините испытательный блок (№ Cartool: 97 1 060) на месте датчика температуры

– Установите на контрольном потенциометре (№ Cartool: 971031) 10Ом — 1кОм значение прибл. 180Ом и подсоедините между красным и черным штекерным разъемом на испытательном блоке (№ Cartool: 971060)

– Проверьте в текущем контроле температур температуру после катализатора. Номинальное значение –25 °C

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей

Внимание! На автомобилях с OBD 1 и контролем NOx (№ блоков управления 81.25819-7009) в регистратор неисправностей записывается SPN 5021, а на дисплее отображается SPN 5031. В этом случае при поиске неисправностей/ремонте выполните действия аналогично записи неисправности 5031"
5022,Клапан выпуска воздуха (выходной каскад),"Стратегия текущего контроля: проверка выходного каскада клапана выпуска воздуха в подающем модуле на предмет короткого замыкания и обрыва

Приоритетность неисправности: 3

Описание неисправности: короткое замыкание на +Ubat (FMI 6), обрыв или короткое замыкание на массу (FMI 13)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5023,Давление воздуха (засорение воздушного канала после подающего модуля или утечка воздуха после подающего модуля),"Стратегия текущего контроля: контроль давления воздуха после дросселя без сердечника

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P209B, P20CA, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: засорение воздушного канала после подающего модуля (сопло, дозировочный модуль или трубопровод) при пуске (FMI 0), засорение воздушного канала после подающего модуля (сопло, дозировочный модуль или трубопровод) в режиме дозирования (FMI 1), утечка воздуха в режиме дозирования (FMI 2)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: блокировка или сужение воздушного канала могут быть обнаружены с помощью ПК «Проверка воздушных каналов 8 бар». В зависимости от установленного сопла необходимо отрегулировать постоянное давление воздуха для «Давление воздуха после дросселя»:

– Сопло 5006: < 3,8 бар

– Сопло 5009: < 3,7 бар

Кристаллизация AdBlue может привести к блокировке или сужению головки сопла или дозировочного модуля. Если после очистки сопла и трубопровода теплой водой и последующей сушки сжатым воздухом давление воздуха после дросселя повышается снова, то необходимо заменить дозировочный модуль.

Средние и большие утечки в воздушном канале между подающим модулем и соплом могут быть обнаружены также с помощью ПК во время процедуры «Проверка воздушных каналов 8 бар». В зависимости от установленного сопла необходимо отрегулировать постоянное давление воздуха для «Давление воздуха после дросселя»:

– Сопло 5006: > 3,4 бар

– Сопло 5009: > 3,3 бар

Небольшие утечки воздуха невозможно обнаружить с помощью ПК. Тем не менее утечки можно обнаружить зачастую по беловатым отложениям на резьбовых соединениях между дозировочным модулем и проводом сопла или на сопле.

Важно: во время монтажных работ на дозировочном модуле, например при монтаже нового трубопровода для сопла, следите, чтобы разъем трубопровода сопла находился плоской стороной под углом 90° к монтажной поверхности дозировочного модуля, т.е. фланец не должен прокручиваться (удерживайте клапан/сопло в противоположном направлении). Прокручивание приводит к повышению противодавления дозировочного модуля и вследствие этого к блокировке воздушного канала!"
5024,Датчик давления воздуха (достоверность),"Стратегия текущего контроля: проверка датчиков давления воздуха внутри подающего модуля на достоверность

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P209E, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: разность давления между датчиками в системе без давления слишком высока (FMI 3)

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение: сравните датчики давления при отсоединенном подающем модуле узла снабжения воздуха и отсоединенном трубопроводе для дозировочного модуля или сравните с помощью ПК значения датчиков перед дросселем и после него. Если значения при включенном зажигании и неподвижном двигателе сильно отличаются друг от друга, то замените подающий модуль"
5025,Клапан регулирования давления воздуха (достоверность),"Стратегия текущего контроля: проверка контура регулировки давления на достоверность при пуске (вводе в эксплуатацию)

Приоритетность неисправности: 4

Описание неисправности: неисправность по давлению воздуха во время первого ввода в эксплуатацию с помощью ПК — давление воздуха в контуре 4 слишком низкое, утечка воздуха либо неисправный подающий модуль (FMI 3)

Реакция системы: тестирование прерывается

Устранение: определите причину падения давления в контуре 4 и устраните неисправность"
5026,Воздушный дроссель засорен,"Стратегия текущего контроля: проверка пропускной способности воздушного дросселя

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P209B, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: засорение воздушного дросселя внутри подающего модуля (FMI 1)

Реакция системы: система отключается до следующего пуска (кл. 15)

Возможная причина неисправности:

– Воздушный дроссель в подающем модуле блокирован

Устранение: замените подающий модуль

Примечание: перед каждой заменой подающего модуля следует считывать ""Диагностическую память автомобиля в целом"" с помощью ПК перед очисткой регистратора неисправностей"
5027,Регулировочный воздушный клапан (внешний контур давления воздуха),"Стратегия текущего контроля: проверка достаточного давления воздуха в контуре 4 или утечки и проверка регулировочного воздушного клапана в подающем модуле

Приоритетность неисправности: 5

Регистратор неисправностей OBD: P20E6, P2BA8 (длительная неисправность)

Примечание: длительные неисправности не могут быть удалены. После устранения неисправности запись в регистраторе неисправностей сохраняется в течение 400 дней, или 9600 часов работы

Описание неисправности: FMI 3: Эта неисправность возникает в следующих случаях:

– По истечении времени, заданного применением (прибл. 15 мин), в контуре 4 недостаточное давление воздуха (> 8 бар);

– Пневмопровод между ресивером для сжатого воздуха и подающим модулем разорван или блокирован

– Клапан регулирования давления воздуха в подающем модуле механически блокирован в закрытом состоянии

Реакция системы: система отключается до следующего пуска (кл. 15)

Устранение:

– С помощью ПК проведите процедуру ""Проверка пневмопроводов 8бар""

– Проверьте подачу сжатого воздуха в контур 4 манометром (минимальное давление воздуха >8бар)"
5028,Температура катализатора (после катализатора),"Стратегия текущего контроля: контроль температуры после катализатора

Описание неисправности: FMI 1: эта неисправность возникает, если температура катализатора не повысилась в течение заданного промежутка времени до ожидаемого значения

Реакция системы: прекращение дозирования при активной неисправности. После устранения неисправности система перезапускается

Устранение:

– Сравните температуру с температурой окружающего воздуха (после длительного простоя)

– Проверьте или отремонтируйте кабельное соединение

– Замените датчик температуры после катализатора"
