code,description,steps
789,"Датчик скорости вращения колеса, колесо 1.","Замыкание (FMI7). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Замыкание между собой проводки разных датчиков или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Если проводка и датчик в норме, заменить модулятор."
790,"Датчик скорости вращения колеса, колесо 2.","Сигнал отсутствует (FMI4). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Большой зазор между датчиком и зубчатым колесом, повреждена проводка, контакты в разъёмах, неисправен датчик, повреждено зубчатое колесо или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Проверить целостность зубчатого колеса. Проверить зазор между датчиком и зубчатым колесом. Проверить люфт ступичного подшипника. Если проводка, датчик, зубчатое колесо, ступичный подшипник в норме, заменить модулятор. "
790,"Датчик скорости вращения колеса, колесо 2.","Замыкание (FMI7). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Замыкание между собой проводки разных датчиков или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Если проводка и датчик в норме, заменить модулятор."
791,"Датчик скорости вращения колеса, колесо 3.","Сигнал отсутствует (FMI4). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Большой зазор между датчиком и зубчатым колесом, повреждена проводка, контакты в разъёмах, неисправен датчик, повреждено зубчатое колесо или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Проверить целостность зубчатого колеса. Проверить зазор между датчиком и зубчатым колесом. Проверить люфт ступичного подшипника. Если проводка, датчик, зубчатое колесо, ступичный подшипник в норме, заменить модулятор. "
791,"Датчик скорости вращения колеса, колесо 3.","Замыкание (FMI7). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Замыкание между собой проводки разных датчиков или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Если проводка и датчик в норме, заменить модулятор."
792,"Датчик скорости вращения колеса, колесо 4.","Сигнал отсутствует (FMI4). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Большой зазор между датчиком и зубчатым колесом, повреждена проводка, контакты в разъёмах, неисправен датчик, повреждено зубчатое колесо или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Проверить целостность зубчатого колеса. Проверить зазор между датчиком и зубчатым колесом. Проверить люфт ступичного подшипника. Если проводка, датчик, зубчатое колесо, ступичный подшипник в норме, заменить модулятор. "
792,"Датчик скорости вращения колеса, колесо 4.","Замыкание (FMI7). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Замыкание между собой проводки разных датчиков или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Если проводка и датчик в норме, заменить модулятор."
793,"Датчик скорости вращения колеса, колесо 5.","Сигнал отсутствует (FMI4). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Большой зазор между датчиком и зубчатым колесом, повреждена проводка, контакты в разъёмах, неисправен датчик, повреждено зубчатое колесо или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Проверить целостность зубчатого колеса. Проверить зазор между датчиком и зубчатым колесом. Проверить люфт ступичного подшипника. Если проводка, датчик, зубчатое колесо, ступичный подшипник в норме, заменить модулятор. "
793,"Датчик скорости вращения колеса, колесо 5.","Замыкание (FMI7). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Замыкание между собой проводки разных датчиков или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Если проводка и датчик в норме, заменить модулятор."
794,"Датчик скорости вращения колеса, колесо 6.","Сигнал отсутствует (FMI4). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Большой зазор между датчиком и зубчатым колесом, повреждена проводка, контакты в разъёмах, неисправен датчик, повреждено зубчатое колесо или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Проверить целостность зубчатого колеса. Проверить зазор между датчиком и зубчатым колесом. Проверить люфт ступичного подшипника. Если проводка, датчик, зубчатое колесо, ступичный подшипник в норме, заменить модулятор. "
794,"Датчик скорости вращения колеса, колесо 6.","Замыкание (FMI7). Сигнальная лампа STOP горит желтым цветом. Отключаются: контроль ABS,  контроль ESP, контроль регулировки момента ведения (DTC), контроль двигателя ASR, контроль тормозов ASR. Замыкание между собой проводки разных датчиков или неисправен модулятор. Проверить сопротивление датчика: 950-1930 Ом. Проверить проводку и контакты в разъёмах между модулятором и датчиком. Если проводка и датчик в норме, заменить модулятор."
932,"Клапан регулировки давления, впускной клапан, левый.","Замыкание на массу (FMI5). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
932,"Клапан регулировки давления, впускной клапан, левый.","Замыкание на электропитание Uбат (FMI6). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
932,"Клапан регулировки давления, впускной клапан, левый.","Замыкание (FMI7). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
932,"Клапан регулировки давления, впускной клапан, левый.","Обрыв (FMI10). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
933,"Клапан регулировки давления, впускной клапан, правый.","Замыкание на массу (FMI5). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
933,"Клапан регулировки давления, впускной клапан, правый.","Замыкание на электропитание Uбат (FMI6). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
933,"Клапан регулировки давления, впускной клапан, правый.","Замыкание (FMI7). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
933,"Клапан регулировки давления, впускной клапан, правый.","Обрыв (FMI10). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
938,"Клапан регулировки давления, выпускной клапан, левый.","Замыкание на массу (FMI5). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
938,"Клапан регулировки давления, выпускной клапан, левый.","Замыкание на электропитание Uбат (FMI6). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
938,"Клапан регулировки давления, выпускной клапан, левый.","Замыкание (FMI7). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
938,"Клапан регулировки давления, выпускной клапан, левый.","Обрыв (FMI10). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
939,"Клапан регулировки давления, выпускной клапан, правый.","Замыкание на массу (FMI5). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
939,"Клапан регулировки давления, выпускной клапан, правый.","Замыкание на электропитание Uбат (FMI6). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
939,"Клапан регулировки давления, выпускной клапан, правый.","Замыкание (FMI7). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
939,"Клапан регулировки давления, выпускной клапан, правый.","Обрыв (FMI10). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Отключаются: контроль ABS,  контроль ESP. Повреждена проводка в цепи модулятора, неисправен модулятор или блок EBS (А402). Очистить регистратор неисправностей. Проверить проводку между блоком EBS (A402) и модулятором. Если проводка в норме, заменить модулятор."
1042,"Канал данных ISO 11992 (CAN прицепа), канал данных отключен.","Обрыв (FMI10). Сигнальная лампа STOP горит желтым цветом. Ограничен контроль тормозных усилий прицепа. Электромагнитные помехи, неисправна проводка канала данных ISO 11992. Проверить проводку CAN прицепа на наличие обрывов и замыканий. Проверить правильность работы внешних устройств, подключенных к CAN прицепа. "
1056,"Модуль управления прицепом, регулировка максимального давления.","Не идентифицируется (FMI3). Сигнальная лампа STOP горит желтым цветом. Отключён контроль тормозных сил автопоезда. Неисправен датчик давления модуля управления прицепом (Y278), слишком большое давление воздуха на входе в модуль управления прицепом (Y278). Проверить давление воздуха на входе в модуль управления прицепом, если давление в норме, заменить модуль (Y278)."
1057,"Центральное устройство управления, В-контроллер, нет ответа о давлении воздуха от датчика модуля управления прицепом, если торможение отсутствует.","Не идентифицируется (FMI3). Сигнальная лампа STOP светится красным цветом, также красным цветом светится лампа общего контроля тормозов. Все функции пользователя отключены. Неисправен микропроцессор в блоке EBS (A402). Заменить блок EBS (A402)."
1058,"Модуль управления прицепом, датчик давления.","Слишком высокое (FMI1). Сигнальная лампа STOP горит желтым цветом. Ограничен контроль тормозных усилий прицепа. Повреждена проводка, датчик давления или блок EBS (A402). Очистить регистратор неисправностей, проверить проводку и контакты в разъёмах между блоком EBS (А402) и модулем управления прицепом (Y278). Проверить питание датчика давления модуля управления прицепом. Отсоединить разъём X4 от блока EBS (A402) и проверить напряжение между контактами блока EBS (А402) при включенном зажигании: между контактами Х1/12 (масса) и Х4/1 (питание модуля управления прицепом) должно составлять приблизительно 5 В., между контактами Х1/12 (масса) и Х4/3 (масса модуля управления прицепом) должно равняться 0 В., между контактами Х1/2 (масса) и Х4/2 (сигнал модуля управления прицепом), должно равняться 0В. Если неисправность в проводке не найдена и напряжение питания датчика верное, заменить модуль управления прицепом (Y278)."
1058,"Модуль управления прицепом, датчик давления.","Слишком низкое (FMI2). Сигнальная лампа STOP горит желтым цветом. Ограничен контроль тормозных усилий прицепа. Повреждена проводка, датчик давления или блок EBS (A402). Очистить регистратор неисправностей, проверить проводку и контакты в разъёмах между блоком EBS (А402) и модулем управления прицепом (Y278). Проверить давление воздуха на входе в модуль управления прицепом, не должно превышать 8,5 бар. Проверить питание датчика давления модуля управления прицепом. Отсоединить разъём X4 от блока EBS (A402) и проверить напряжение между контактами блока EBS (А402) при включенном зажигании: между контактами Х1/12 (масса) и Х4/1 (питание модуля управления прицепом) должно составлять приблизительно 5 В., между контактами Х1/12 (масса) и Х4/3 (масса модуля управления прицепом) должно равняться 0 В., между контактами Х1/2 (масса) и Х4/2 (сигнал модуля управления прицепом), должно равняться 0В. Если неисправность в проводке не найдена и напряжение питания датчика верное, заменить модуль управления прицепом (Y278)."
1058,"Модуль управления прицепом, датчик давления.","Ошибочный сигнал (FMI8). Сигнальная лампа STOP горит желтым цветом. Ограничен контроль тормозных усилий прицепа. Повреждена проводка, датчик давления или блок EBS (A402). Очистить регистратор неисправностей, проверить проводку и контакты в разъёмах между блоком EBS (А402) и модулем управления прицепом (Y278). Проверить питание датчика давления модуля управления прицепом. Отсоединить разъём X4 от блока EBS (A402) и проверить напряжение между контактами блока EBS (А402) при включенном зажигании: между контактами Х1/12 (масса) и Х4/1 (питание модуля управления прицепом) должно составлять приблизительно 5 В., между контактами Х1/12 (масса) и Х4/3 (масса модуля управления прицепом) должно равняться 0 В., между контактами Х1/2 (масса) и Х4/2 (сигнал модуля управления прицепом), должно равняться 0В. Если неисправность в проводке не найдена и напряжение питания датчика верное, заменить модуль управления прицепом (Y278). "
1060,"Датчик износа тормозных колодок, колесо 1.","Слишком высокое (FMI1). Сигнальная лампа STOP горит желтым цветом. Отключен контроль износа колодок. Повреждена проводка между модулятором и датчиком износа колодок, неисправен датчик износа или модулятор. Проверить проводку, заменить датчик износа. Если проводка и датчик в норме, заменить модулятор."
1060,"Датчик износа тормозных колодок, колесо 1.","Слишком низкое (FMI2). Сигнальная лампа STOP горит желтым цветом. Отключен контроль износа колодок. Повреждена проводка между модулятором и датчиком износа колодок, неисправен датчик износа или модулятор. Проверить проводку, заменить датчик износа. Если проводка и датчик в норме, заменить модулятор."
1061,"Датчик износа тормозных колодок, колесо 2.","Слишком высокое (FMI1). Сигнальная лампа STOP горит желтым цветом. Отключен контроль износа колодок. Повреждена проводка между модулятором и датчиком износа колодок, неисправен датчик износа или модулятор. Проверить проводку, заменить датчик износа. Если проводка и датчик в норме, заменить модулятор."
