code,description,steps
962,Время и дата (неверное значение дней).,FFR посылает неверное значение. Индикация времени по дням отсутствует.
963,Время и дата (неверное значение месяцев).,FFR посылает неверное значение. Индикация времени по месяцам отсутствует.
964,Время и дата (неверное значение лет).,FFR посылает неверное значение. Индикация времени по годам отсутствует.
1079,Питание датчика давления в магистрали.,"Проверить провода на предмет обрыва, замыкания на массу или на напряжение аккумуляторов."
1080,"Питание датчика давления топлива контура низкого давления, датчика давления наддува, датчика давления масла и датчика давления выхлопных газов.","Проверить провода на предмет обрыва, замыкания на массу или на напряжение аккумуляторов. Датчики показывают неверные значения или не работают."
1131,Температура нагнетаемого воздуха в трубе наддува после промежуточного охладителя (интеркулера).,"Высокая или низкая температура. Проверить правильность скорости изменения температуры, проверить провода и разъёмы."
2039,FFR1 (блок управления автомобилем или автомобильный компьютер).,Сообщение от FFR1 не принято. Двигатель работает на холостом ходу.
3004,Отклонение регулируемой величины AGR.,Заданное положение заслонки не соответствует фактическому положению.
3007,Неверный запрос DM4.,Неверное сообщение DM4 (диагностическая память) от FFR. Диагностическая память не доступна.
3009,Слишком высокая частота вращения двигателя.,Проверить превышение частоты вращения двигателя. Впрыск заблокирован до понижения числа оборотов двигателя.
3014,Главное реле (внутренний блок управления).,Питание на блок управления подаётся после выключения зажигания при замкнутом реле и не подаётся при включенном зажигании при постоянно разомкнутом реле.
3016,FFR1: Неверное сообщение из-за моторного тормоза.,FFR1 передаёт неверное значение. Моторный тормоз не функционирует.
3017,FFR1: Неверное сообщение о заданном моменте.,FFR1 передаёт неверное значение. Двигатель работает только на холостых оборотах.
3018,FFR1: Неверное сообщение из-за предельного регулятора.,FFR1 передаёт неверное значение.
3020,FFR1: Неверное сообщение из-за EDR (ограничитель максимальной частоты вращения).,FFR1 передаёт неверное значение. EDR не работает.
3022,FFR1: Установка ZDR (Регулирование промежуточной частоты вращения).,FFR1 передаёт неверное значение. ZDR не работает.
3023,"FFR1: Неверное сообщение запроса ""MEOS"" (мгновенное повышение частоты вращения двигателя).","FFR1 передаёт неверное значение. Запрос ""MEOS"" отменяется."
3024,FFR1: Неверное сообщение запроса выключения  линейной функции.,FFR1 передаёт неверное значение. Линейные функции EDC активируются снова.
3025,FFR1: Проверка количества зарезервированной памяти.,FFR1 передаёт неверное значение.
3029,"FFR2: Неверное сообщение, установка холостого хода.",FFR2 передаёт неверное значение. Двигатель переходит на внутреннюю частоту холостого хода.
3030,FFR2: Неверное сообщение из-за предельного регулятора.,FFR2 передаёт неверное значение. Включатся минимальные параметры LLR (регулирование частоты вращения на холостом ходу ).
3031,FFR2: Установка LLR слишком большая.,FFR2 запрашивает частоту холостого хода более чем 800 об/мин. Устанавливается максимально возможная частота вращения 800 об/мин.
3032,FFR2: Неверное сообщение запроса холостого хода.,FFR2 передаёт неверное значение. EDC7 переходит в режим холостого хода.
3033,FFR2: Ошибка сообщения запроса пуска.,FFR2 передаёт неверное значение. Инициация стартера отсутствует.
3034,FFR2: Ошибка сообщения запроса остановки двигателя.,FFR2 передаёт неверное значение. Двигатель не выключается через FFR.
3035,FFR2: Проверка количества зарезервированной памяти.,FFR2 передаёт неверное значение.
3038,FFR3: Ошибка в сообщении о стоянке.,FFR3 передаёт неверное значение. Выдаётся сообщение о движении автомобиля когда автомобиль стоит на месте.
3039,FFR3: Проверка количества зарезервированной памяти.,FFR3 передаёт неверное значение.
3045 ,Включение стартера.,"Слишком малое падение напряжения на аккумуляторах при запуске двигателя. Неисправен стартер, повреждена проводка стартера, неисправно реле включения стартера (IMR). Двигатель невозможно запустить."
3046,Датчик атмосферного давления..,"Контроль пределов напряжения. Если датчик давления нагнетаемого воздуха неисправен, значение 1000 MBAR, в противном случае аналогично давлению наддува на холостом ходу."
3063,Инерционная фаза не завершена.,Последние два выбега завершились неверно.
3064,Автономный режим EDC.,Отсутствует связь с  блоком FFR или FFR запросил автономный режим работы EDC. Двигатель работает только на холостом ходу.
3069,Резервный контроль частоты вращения.,"Отдельный расчёт частоты вращения сильно отличается от фактической. Возможно выполняется сброс, перезагрузка блока EDC."
3076,Неверный номер (ID) блока FFR.,"Блок EDC получает неверный номер (ID) от блока FFR. Стартер вращается, но двигатель не запускается."
3077,Отсутствует номер (ID) блока FFR.,"Блок EDC в течении определённого времени не получает информацию о номере (ID) от блока FFR. Стартер вращается, но двигатель не запускается."
3081,Отключение регулятора давления наддува.,Давление наддува не может регулироваться. Снижение частоты вращения до 1000 об/мин.
3082,Точность показаний датчика давления масла.,Датчик давления масла показывает больше 500 MBAR при выключенном двигателе или на любых оборотах работающего двигателя.
3083,Точность датчика давления в топливной магистрали.,Проверка снижения давления в магистрали до атмосферного давления после выключения двигателя.
3085,"Неверное сообщение ""Vehicle  distance"".","Абсолютный пройденный участок пути недоступен для сохранения в регистраторе неисправностей как условие окружающей среды. Блок тахографа или блок FFR не передают сообщение ""Vehicle  distance""."
3086,"Исполнительное устройство AGR, конечное положение.","Проверка напряжения питания, напряжения сигнала датчика."
3087,Датчик давления масла.,"Проверка напряжения питания, напряжения сигнала датчика."
3088,Датчик давления нагнетаемого воздуха в трубе наддува после промежуточного охладителя (интеркулера).,"Проверка напряжения питания, напряжения сигнала датчика."
3089,Датчик температуры нагнетаемого воздуха перед входом в цилиндры (после AGR).,"Проверка напряжения питания, напряжения сигнала датчика."
3091,Датчик температуры охлаждающей жидкости.,"Проверка напряжения питания, напряжения сигнала датчика и блокировка AD. Крутящий момент снижен на 10 %. Отображается эквивалентное показание температуры 100,4 С°."
3092,Время и дата.,Информация о времени и дате временно отсутствует. Система использует последние полученные данные.
3093,Время и дата.,Сообщения о времени и дате не передаются в резервных местах для сообщений.
3097,Датчик температуры топлива.,Датчик не установлен.
3099,Датчик давления в магистрали.,"Проверка напряжения питания, напряжения сигнала датчика."
3100,Датчик давления топлива (контур низкого давления).,Проверка напряжения питания датчика.
3671,Калибровочная память EEPROM.,Ошибка при проверке EEPROM. Неисправна запоминающая схема блока EDC или ошибки при сохранении данных из-за прерывания питания.
3673,Модуль CAN2.,"Отключение шины данных CAN2. Нет связи с разъёмом OBD. Для V-образных двигателей блок управления блокирует подачу топлива, при этом двигатель работает на половину заявленной мощности."
3674,FFR1: Отключение блока памяти 8 байт/5-8 бит.,FFR1 передаёт неверное значение. Отсутствует отключение блока головок цилиндров на V-образных двигателях.
3676,Ошибочный избыточный отключающий механизм (After run test).,Проверка отключение выходного каскада инжекторов в режиме движения по инерции. Двигатель выключается.
3678,Напряжение блока конденсаторов 1.,Проверить напряжение блока конденсаторов 1.
3679,Напряжение блока конденсаторов 2.,Проверить напряжение блока конденсаторов 2.
3687,Клапан ограничения давления.,Клапан ограничения давления не открывается. Проверить клапан. Двигатель выключается.
3693,Напряжение включения инжектора.,Напряжение для включения инжектора низкое. Отсутствует впрыск.
3732,Испытание перенапряжения.,Неисправно устройство для испытания перенапряжения.
3735,Температура блока EDC.,Проверка напряжения датчика температуры. Выдача эквивалента 60°.
3736,Выходной каскад.,Выключение выходного каскада. Неисправны защитные линии связи или замыкание на более высокое напряжение. Двигатель выключается.
3737,Работа Master/Slave.,"Проверка работы Master/Slave при включенном зажигании. Реакция системы отсутствует, двигатель работает нормально."
3738,Неравномерность в работе цилиндров.,"Для 4-ёх цилиндрового двигателя цилиндр №1; для 6 цилиндрового двигателя цилиндр №1; Для 8 цилиндрового двигателя Master цилиндр №1, Slave цилиндр №5; Для 10 цилиндрового двигателя Master цилиндр №1, Slave цилиндр №6; Для 12 цилиндрового двигателя Master цилиндр №1, Slave цилиндр №12. Отклонение объёма впрыска на соответствующем цилиндре."
3739,Неравномерность в работе цилиндров.,"Для 4-ёх цилиндрового двигателя цилиндр №3; для 6 цилиндрового двигателя цилиндр №5; Для 8 цилиндрового двигателя Master цилиндр №2, Slave цилиндр №7; Для 10 цилиндрового двигателя Master цилиндр №5, Slave цилиндр №10; Для 12 цилиндрового двигателя Master цилиндр №5, Slave цилиндр №8. Отклонение объёма впрыска на соответствующем цилиндре."
3740,Неравномерность в работе цилиндров.,"Для 4-ёх цилиндрового двигателя цилиндр №4; для 6 цилиндрового двигателя цилиндр №3; Для 8 цилиндрового двигателя Master цилиндр №3, Slave цилиндр №6; Для 10 цилиндрового двигателя Master цилиндр №2, Slave цилиндр №7; Для 12 цилиндрового двигателя Master цилиндр №3, Slave цилиндр №10. Отклонение объёма впрыска на соответствующем цилиндре."
3741,Неравномерность в работе цилиндров.,"Для 4-ёх цилиндрового двигателя цилиндр №2; для 6 цилиндрового двигателя цилиндр №6; Для 8 цилиндрового двигателя Master цилиндр №4, Slave цилиндр №8; Для 10 цилиндрового двигателя Master цилиндр №3, Slave цилиндр №8; Для 12 цилиндрового двигателя Master цилиндр №6, Slave цилиндр №7. Отклонение объёма впрыска на соответствующем цилиндре."
3742,Неравномерность в работе цилиндров.,"Для 6 цилиндрового двигателя цилиндр №2; Для 10 цилиндрового двигателя Master цилиндр №4, Slave цилиндр №9; Для 12 цилиндрового двигателя Master цилиндр №2, Slave цилиндр №11. Отклонение объёма впрыска на соответствующем цилиндре."
3743,Неравномерность в работе цилиндров.,"Для 6 цилиндрового двигателя цилиндр №4; Для 12 цилиндрового двигателя Master цилиндр №4, Slave цилиндр №9. Отклонение объёма впрыска на соответствующем цилиндре."
3744,Выходной каскад (Highside) клапана рециркуляции выхлопных газов.,Проверка выходного каскада на предмет обрывов или замыканий.
3745,Выходной каскад (Highside) давления наддува.,Проверка выходного каскада на предмет обрывов или замыканий.
3746,Выходной каскад (Highside) рециркуляции выхлопных газов.,Проверка выходного каскада на предмет обрывов или замыканий.
3748,Выходной каскад (Highside) блока дозировки насоса высокого давления.,Проверка выходного каскада на предмет обрывов или замыканий.
3749,Выходной каскад (Highside) подпорного клапана.,Проверка выходного каскада на предмет обрывов или замыканий.
3751,Выходной каскад (Highside) реле стартера.,Проверка выходного каскада на предмет обрывов или замыканий.
3752,Датчик частоты вращения распределительного вала.,"Отсутствует или неверный сигнал от датчика. Двигатель продолжает работать, используя датчик коленчатого вала."
3753,Датчик частоты вращения коленчатого вала.,"Отсутствует или неверный сигнал от датчика. Двигатель продолжает работать, используя датчик распределительного вала."
3754,Ошибка пуска системы.,Ошибки при контрольном тестировании. Двигатель не запускается или глохнет.
3755,Давление топлива.,Проверить давление топлива при помощи внешнего манометра.
3756,Напряжение датчика AGR.,Проверить проводку датчика на предмет обрывов или замыканий. Показания датчика неверные или отсутствуют.
3758,Ошибка сообщения 2.,"Нарушение обмена данными Master-Slave  (для V-образного двигателя). Вероятно нагрузка на канал данных слишком высокая. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3759,Ошибка сообщения 3.,"Нарушение обмена данными Master-Slave  (для V-образного двигателя). Вероятно нагрузка на канал данных слишком высокая. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3760,Ошибка сообщения 4.,"Нарушение обмена данными Master-Slave  (для V-образного двигателя). Вероятно нагрузка на канал данных слишком высокая. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3761,Ошибка сообщения 5.,"Нарушение обмена данными Master-Slave  (для V-образного двигателя). Вероятно нагрузка на канал данных слишком высокая. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3762,"Ошибка приёма CAN декодера главный/подчинённый, место сообщения CAMD-ANA.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3763,"Ошибка приёма CAN декодера главный/подчинённый, место сообщения CAMD-CMOL.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3764,"Ошибка приёма CAN декодера главный/подчинённый, место сообщения CAMD-CONTROL.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3765,"Ошибка приёма CAN декодера главный/подчинённый, CAMD-FFR1 перерыв.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Реакция системы отсутствует, двигатель работает нормально."
3766,"Ошибка приёма CAN декодера главный/подчинённый, CAMD-FFR2 перерыв.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Реакция системы отсутствует, двигатель работает нормально."
3767,"Ошибка приёма CAN декодера главный/подчинённый, CAMD-FFR3 перерыв.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Реакция системы отсутствует, двигатель работает нормально."
3768,"Ошибка приёма CAN декодера главный/подчинённый, CAMD-инициализация.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Реакция системы отсутствует, двигатель работает нормально."
3769,"Ошибка приёма CAN декодера главный/подчинённый, CAMD-LIMIT перерыв.","Нарушение обмена данными Master-Slave  (для V-образного двигателя). Ошибка приёма CAN декодера Master/Slave. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3771,"Master/Slave, сбой канала данных.",Сбой Master или Slave при приёме данных от FFR-CAN.
3772,"Master/Slave, включение зажигания.",Проверить распознавание блоками Master и Slave включения зажигания.
3773,Режим работы Master/Slave.,Сбой в смене режимов работы Master/Slave.
3775,Магистральное давление.,Проверить магистральное давление. При высоком давлении открывается клапан ограничения давления. При низком магистральном давлении двигатель может заглохнуть.
3776,Магистральное давление.,Магистральное давление низкое и не может быть повышено до нормального давления.
3777,Магистральное давление.,Магистральное давление высокое и не может быть понижено до нормального давления.
3778,Магистральное давление.,Утечка в условиях принудительного холостого хода. Проверить герметичность системы высокого давления топлива. Возможно открытие обратного клапана.
3779,Магистральное давление.,Утечка при компенсации количества топлива. Проверить герметичность системы высокого давления топлива. Возможна остановка двигателя или понижение мощности. Существует риск возгорания.
3780,Магистральное давление.,Высокий выход на холостом ходу. Проверить регулятор. Возможна остановка двигателя из-за низкого магистрального давления.
3781,Клапан ограничения давления.,Клапан ограничения давления открыт. Давление топлива слишком высокое. Проверить клапан на точность открытия.
3782,Давление подачи топлива.,Проверить точность изменения величины давления топлива в зависимости от изменения скорости вращения двигателя. Возможно попадание воздуха в систему подачи топлива.
3783,FFR2: Ошибки в сообщениях о заданном ускорении для блока контроля шума (NORD).,Система EDC ограничивает подачу топлива для уменьшения уровня шума.
3784,Ошибка в сообщении Smoke-ID.,Сообщение от FFR для выбора характеристик дымности при отключенной системе рециркуляции выхлопных газов.
3785,Пылевой фильтр PM-Kat (катализатор твёрдых частиц).,"Высокий или низкий перепад давления выхлопных газов. Если перепад высокий, необходимо прочистить фильтр. Если перепад низкий, фильтр сгорел или отсутствует."
3786,Температура пылевого фильтра.,Высокая или низкая температура пылевого фильтра во время принудительного восстановления. При высокой температуре система снижает мощность.
3787,Восстановление пылевого фильтра.,Принудительное восстановление не удалось. Возможно фильтр загрязнён маслом и восстановлению не подлежит.
3789,Датчик перепада или сравнительный датчик давления выхлопных газов.,"Проверка напряжения питания, напряжения сигнала датчика."
3790,Точность разницы давлений выхлопных газов.,"Если при выключенном двигателе давление выхлопных газов выше нормы или перепад давления при двух частотах вращения двигателя ниже нормы, то скорее всего неисправен датчик."
3792,Датчик температуры выхлопных газов перед доочисткой.,"Проверка напряжения питания, напряжения сигнала датчика."
3793,Датчик температуры выхлопных газов после доочистки (физические параметры).,"Высокая или низкая температура, неисправны провода или контакты в разъёмах. Проверить точность скорости изменения температуры."
3794,Датчик температуры выхлопных газов после доочистки.,"Проверка напряжения питания, напряжения сигнала датчика."
3795,Дроссельный клапан AGR.,Заданное положение заслонки не соответствует фактическому положению.
3796,Выходной каскад (Highside) рециркуляции выхлопных газов 2.,Проверка выходного каскада на предмет обрывов или замыканий.
3797,Выходной каскад (Highside) датчика количества кислорода в выхлопных газах (лямбда-зонд).,Проверка выходного каскада на предмет обрывов или замыканий.
3798,Выходной каскад лампы OBD.,Проверка выходного каскада на предмет обрывов или замыканий.
3800,Выходной каскад (Highside) перепускного клапана выхлопных газов на турбокомпрессоре.,Проверка выходного каскада на предмет обрывов или замыканий.
3801,Выходной каскад (Highside) клапана отсечки контура NT.,Проверка выходного каскада на предмет обрывов или замыканий.
3802,Выходной каскад (Highside) клапана отключения сжатого воздуха.,Проверка выходного каскада на предмет обрывов или замыканий.
3803,Ошибка в отправке сообщений CAN1 (FFR/EDC-CAN).,"Ошибка в отправке сообщений CAN двигателя. Возможно канал данных перегружен. Сообщения от EDC1, EDC2, EDC3 в блок FFR отсутствуют."
3804,Ошибка в отправке сообщений по CAN1 (FFR/EDC-CAN).,"Приём одного из сообщений от FFR1, FFR2, FFR3 или сообщения о времени/дате от FFR не возможен."
3805,Ошибка в отправке сообщений по CAN2 (Master-Slave CAN).,"Обмен сообщениями Master-Slave нарушен (для V-образного двигателя). Возможно канал данных перегружен. Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3806,Ошибка CAN2 (OBD-CAN).,Отсутствует соединение с разъёмом OBD.
3806,Ошибка CAN2 (Master-Slave CAN).,"Обмен сообщениями Master-Slave нарушен (для V-образного двигателя). Блок управления Slave блокирует подачу топлива, пока связь не будет восстановлена. Двигатель работает только с блоком Master на половину мощности."
3807,Ошибка отправки FFR1 (FFR/EDC-CAN).,FFR передаёт в FFR1 неверные значения.
3808,Ошибка отправки FFR2(FFR/EDC-CAN).,FFR передаёт в FFR2 неверные значения.
3809,Ошибка отправки FFR3(FFR/EDC-CAN).,FFR передаёт в FFR3 неверные значения.
3810,Ошибка о времени и дате(FFR/EDC-CAN).,FFR передаёт недействительное значение.
3811,Идентификация температуры выхлопных газов перед доочисткой.,Проверка датчика на предмет опускания температуры выхлопных газов до температуры окружающего воздуха после выключения двигателя. Проверка показаний датчика в процессе эксплуатации.
3812,Идентификация температуры выхлопных газов после доочистки.,Проверка датчика на предмет опускания температуры выхлопных газов до температуры окружающего воздуха после выключения двигателя. Проверка показаний датчика в процессе эксплуатации.
3813,Устройство защиты стартера.,Система контролирует длительность работы стартера. Если стартер работает более 30 секунд и при этом двигатель не запускается на дисплее появляется сообщение о неисправности. Сообщение отображается пока стартер не остынет.
3814,Длительность отключения блоков управления.,Не удалось определить длительность отключения блоков управления. Неисправность не оказывает влияния на работу двигателя и становиться полностью пассивной после обновления программного обеспечения до версии V27.
3819,CAN3 (CAN системы обработки выхлопных газов).,Шина данных CAN3 отключена.
3820,Проверка CAN1 (температура масла и окружающего воздуха).,Проверка канала данных на предмет ошибок в сообщениях.
3821,Проверка CAN3 (CAN системы обработки выхлопных газов).,"Проверка канала данных на предмет ошибок в сообщениях о температуре выхлопных газов, уровне и температуре жидкости AdBlue.."
3822,Перерыв (тайм-аут) в передаче сообщений CAN3 (CAN системы обработки выхлопных газов).,"Проверка CAN3 на предмет тайм-аута. Невозможен приём одного из сообщений: IEC, ATI, DM1-DCU, TSC1-DCU."
3823,Зажигание.,Перебои в зажигании на нескольких цилиндрах.
3830,Перебои в зажигании.,Для 4-ёх цилиндрового двигателя цилиндр №1; для 6 цилиндрового двигателя цилиндр №1; для 8 цилиндрового двигателя цилиндр №5; для 10 цилиндрового двигателя цилиндр №6; для 12 цилиндрового двигателя цилиндр №12.
3831,Перебои в зажигании.,Для 4-ёх цилиндрового двигателя цилиндр №3; для 6 цилиндрового двигателя цилиндр №5; для 8 цилиндрового двигателя цилиндр №7; для 10 цилиндрового двигателя цилиндр №10; для 12 цилиндрового двигателя цилиндр №8.
3832,Перебои в зажигании.,Для 4-ёх цилиндрового двигателя цилиндр №4; для 6 цилиндрового двигателя цилиндр №3; для 8 цилиндрового двигателя цилиндр №6; для 10 цилиндрового двигателя цилиндр №7; для 12 цилиндрового двигателя цилиндр №10.
3833,Перебои в зажигании.,Для 4-ёх цилиндрового двигателя цилиндр №2; для 6 цилиндрового двигателя цилиндр №6; для 8 цилиндрового двигателя цилиндр №8; для 10 цилиндрового двигателя цилиндр №8; для 12 цилиндрового двигателя цилиндр №7.
3834,Перебои в зажигании.,Для 6 цилиндрового двигателя цилиндр №2; для 10 цилиндрового двигателя цилиндр №9; для 12 цилиндрового двигателя цилиндр №11.
3835,Перебои в зажигании.,Для 6 цилиндрового двигателя цилиндр №4; для 12 цилиндрового двигателя цилиндр №9.
3836,Определение значений датчика количества кислорода в выхлопных газах (лямбда-зонд).,"Проверка неисправностей проводов и разъёмов, проверка точности показаний датчика."
3837,Контроль значений датчика количества кислорода в выхлопных газах (лямбда-зонд).,"Проверка напряжения питания, напряжения сигнала датчика."
3838,Внутреннее сопротивление датчика количества кислорода в выхлопных газах (лямбда-зонд).,"Проверка исправности контактов, проверка точности изменения внутреннего сопротивления."
3839,Внутреннее сопротивление датчика количества кислорода в выхлопных газах (лямбда-зонд).,"Проверка напряжения питания, напряжения сигнала датчика."
3843,Температура хладагента.,Проверка датчика на предмет опускания температуры выхлопных газов до температуры окружающего воздуха после выключения двигателя. Проверка показаний датчика в процессе эксплуатации.
3844,Температура нагнетаемого воздуха перед входом в цилиндр.,Проверка датчика на предмет опускания температуры нагнетаемого воздуха до температуры хладагента при включении зажигания после выключения двигателя. Проверка показаний датчика в процессе эксплуатации.
3845,Температура окружающего воздуха.,Проверка датчика на предмет опускания температуры окружающего воздуха до температуры хладагента при включении зажигания после выключения двигателя. Проверка показаний датчика в процессе эксплуатации.
3846,Блок управления.,Проверка конфигурации блоков управления Master-Slave.
3847,Температура нагнетаемого воздуха в трубе наддува после промежуточного охладителя (интеркулера).,"Проверка напряжения питания, напряжения сигнала датчика."
3849,Катализатор SCR,"Проверка датчика в процессе эксплуатации на предмет задымления выхлопными газами (если регистрируется низкая температура под нагрузкой, датчик не задымлён.)"
3850,Положение закрытой системы рециркуляции выхлопных газов.,Недействительна корректировка нулевой точки.
3851,Положение заслонки AGR.,"Проверка напряжения питания, напряжения сигнала датчика."
3852,Идентификация AGR по температуре.,Температура нагнетаемого воздуха перед входом в цилиндр существенно отличается от температуры нагнетаемого воздуха после промежуточного охладителя (интеркулера).
3853,Регулируемая величина AGR,Отклонение регулируемой величины AGR с регулировкой положения. Слишком большое различие регулировки.
