code,description,steps
03038,"Межосевой дифференциал, блокировка.","FMI 5, 6, 10: Сигнальная лампа STOP горит желтым цветом. Функции пользователя не ограничены. Неисправно реле межосевого дифференциала. Проверить проводку и контакты в разъёмах реле блокировки. Проверить правильность работы реле. Проверить параметры в блоке EBS (A402). Если неисправность не обнаружена, заменить блок EBS (А402). FMI 3: Сигнальная лампа STOP светится красным цветом. Отключаются: регулирование давления переднего, заднего, дополнительного мостов, клапана управления прицепом, ABS, ESP, ASR. Неверная конфигурация системы. Проверить параметры в блоке EBS (A402). Проверить правильность подключения блока EBS (A402)."
03039,"Реле блокировки, передняя ось.","FMI 5, 6, 10: Сигнальная лампа STOP горит желтым цветом. Функции пользователя не ограничены. Неисправно реле поперечной блокировки дифференциала. Проверить проводку и контакты в разъёмах реле блокировки. Проверить правильность работы реле. Проверить параметры в блоке EBS (A402). Если неисправность не обнаружена, заменить блок EBS (А402). FMI 3: Сигнальная лампа STOP светится красным цветом. Отключаются: регулирование давления переднего, заднего, дополнительного мостов, клапана управления прицепом, ABS, ESP, ASR. Неверная конфигурация системы. Проверить параметры в блоке EBS (A402). Проверить правильность подключения Pin (X2/20) блока EBS (A402)."
03040,"Стояночный тормоз, индикация.","Сигнальная лампа STOP горит желтым цветом. Функции пользователя не ограничены. Индикатор стояночного тормоза неисправен. Проверить проводку и контакты в разъёмах в цепи индикатора стояночного тормоза. Проверить правильность работы компонентов индикатора стояночного тормоза. Если неисправность не обнаружена, заменить блок EBS (А402)."
03049,"Канал данных трансмиссии, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Неисправен канал данных трансмиссии. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03050,"Канал данных трансмиссии, состояние bus-off (шина выключена).","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Неисправен канал данных трансмиссии. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03051,"Канал данных SAE J1939, сообщение EEC1 от EDC, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03052,"Канал данных SAE J1939, сообщение EEC2 от EDC, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03053,"Канал данных SAE J1939, сообщения CFG_E, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03059,"Канал данных SAE J1939, сообщения HR-VD от тахографа, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03060,"Канал данных SAE J1939, сообщения ECAM (SP), время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) и соответствующим блоком ECAM (A409) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03061,"Канал данных SAE J1939, сообщение EEC3 от EDC, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03062,"Канал данных SAE J1939, сообщение CCVS от EDC через FFR, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03067,"Канал данных SAE J1939, сообщение TCO1 от тахографа, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03068,Недопустимый сигнал TCO1 от тахографа (скорость движения).,"Сигнальная лампа STOP горит желтым цветом. FMI 0,3: Отключается ESP. FMI 8: Ограничивается функциональность ABS и ESP в зависимости от данных сообщения. Тахограф посылает недопустимый сигнал о скорости движения. При замене шин откалибровать тахограф. Проверить достоверность сигналов от тахографа, проверить установку параметров тахографа (длина окружности шин, передаточное число трансмиссии). Проверить монтажное положение датчика скорости вращения ESP (B476) (определяется путём комбинации аппаратного кодирования корпуса FDR (PIN) с держателем FDR (отверстие)). Проверить правильность подключения датчика скорости вращения ESP (B476) (разъём). Проверить держатель датчика скорости вращения ESP (B476) на предмет плотности посадки. Проверить зазор всех датчиков скорости вращения."
03069,"Канал данных SAE J1939, сообщение TD, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03070,"Канал данных SAE J1939, сообщение ETC1 от FFR, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03071,"Канал данных SAE J1939, сообщение ETC2 от FFR, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03072,"Канал данных SAE J1939, сообщение CFG-MC от EDC, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03073,"Канал данных SAE J1939, сообщение ERC1-MC от EDC, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03074,"Канал данных SAE J1939, сообщение AS1-ZBR, время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03075,"Канал данных SAE J1939, сообщение EBC1_x (HSB), время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03076,"Канал данных SAE J1939, сообщение ESC1 (NLA), время приёма превышено.","Сигнальная лампа STOP горит желтым цветом. FMI 3: Отключается ESP. FMI 4: Ограничивается функциональность ABS и ESP в зависимости от данных сообщения. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить ошибки в регистраторе неисправностей и правильность работы электронной системы управления поддерживающего моста. По оценке EBS/ESP информация о угле поворота рулевого колеса системы поддерживающего моста неверная. Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03077,"Канал данных трансмиссии, сообщение XBR (ACC).","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03078,"Канал данных трансмиссии, сообщение ETC7.","Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03080,Недопустимый сигнал CCVS (стояночный тормоз).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03081,Недопустимый сигнал CCVS (сцепление).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03082,Недопустимый сигнал EEC1 (расчётный момент).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03083,Недопустимый сигнал EEC1 (истинный момент).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03084,Недопустимый сигнал EEC1 (число оборотов двигателя).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03085,Недопустимый сигнал EEC2 (выключатель газа на холостом ходу).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03086,Недопустимый сигнал EEC2 (положение педали акселератора).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03087,Недопустимый сигнал EEC3 (номинальный момент сил трения).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03088,Недопустимый сигнал ERC1_MC (режим торможения).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03089,Недопустимый сигнал ERC1_MC (момент торможения).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03090,Недопустимый сигнал ETC1 (трансмиссия).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03091,Недопустимый сигнал ETC2 (информация о передачи КПП).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03092,Недопустимый сигнал SP (запас контура 1).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
03093,Недопустимый сигнал SP (запас контура 2).,"Сигнальная лампа STOP горит желтым цветом. Отключаются ABS и ESP. Частичный отказ канала данных трансмиссии. Проверить регистратор неисправностей передающего блока управления, при наличии ошибок устранить причину их проявления. Проверить правильность работы блоков управления, подключенных к каналу данных трансмиссии (Т-CAN). Проверить проводку и контакты в разъёмах канала данных трансмиссии (Т-CAN) на предмет замыканий и обрывов. Сопротивление между контактами Х1/21 и Х1/20 блока EBS (A402) должно составлять 60 Ом."
