code,description,steps
1045,Конечная ступень блокировки включения передачи.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Замыкание на выходе блокировки включения передачи (конечной ступени) блока электромагнитных клапанов (Y307). Блокировка включения передачи перестаёт управляться. Проверить с помощью ПК исполнительные элементы (блокировка включения передачи), проводку, контакты в разъёмах. На коробках передач типа ZF16S151/ZF16S181 проверить блок электромагнитных клапанов (Y307). Проверить сопротивление между контактами Х 4/13 (+) и Х3/5 (-): на стороне блока FFR приблизительно 8,9 кОм, на стороне автомобиля приблизительно 135 Ом. Проверить сопротивление между контактами Х4/13 (+) и Х 1/3 (-): на стороне блока FFR приблизительно 8,3 кОм, на стороне автомобиля ---. Проверить напряжение между контактами Х4/13 (+) и Х3/5 (-): когда электромагнитный клапан активирован приблизительно 27,5 В., когда электромагнитный клапан деактивирован приблизительно 0 В. "
3010,Ограничение частоты вращения и момента.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Неверный сигнал от группы резисторов (R134). Ступень ограничения для диапазона частоты вращения остаётся активизированной. При первом включении активируется ступень 0 для диапазона частоты вращения двигателя.  При помощи ПК проверить точность сигнала, проверить проводку, контакты в разъёмах, проверить интерфейс кузова Х1996, проверить группу резисторов (R134). Проверить сопротивление между контактами Х2/1 (+) и Х1/3 (-) : на стороне блока FFR приблизительно 6,5 кОм, на стороне автомобиля приблизительно 0,511 Ом. Проверить сопротивление группы резисторов (R134): между контактами 5 и 7/6 приблизительно 3,09 кОм, между контактами 5 и 3/4приблизительно 1,37 кОм, между контактами 5 и 2/8 приблизительно 0,51 кОм, между контактами 5 и 1/9 приблизительно 8,2 кОм. Проверить напряжение между контактами блока FFR: Х2/1 (+) и Х1/3 (-) приблизительно 460 мВ."
3020,"Калибровочное значение, педаль акселератора, PWM1.","Приоритет 3. Индикация только при неподвижном автомобиле, только указание на неисправность, указание по действиям для ошибки не требуется. На неподвижном автомобиле горит сигнальная лампа STOP желтым цветом. Сигнал PWM1 педали акселератора (А410) не задан или не настроен. Неисправность появляется, когда значение холостого хода составляет больше 10% или меньше 30%, а значение точки полной нагрузки больше 90% или меньше 40%. При этом активизируюется ограничение частоты вращения двигателя и ограничение крутящего момента. Значение педали акселератора рассчитывается по сигналу PWM2. Проверить точность сигнала (модуль педалей PWM1) при помощи ПК, выполнить калибровку педали акселератора. Калибровка педали осуществляется при помощи ПК. Для калибровки нажать на педаль акселератора до конца (режим ""кик-даун"" должен быть активирован), удерживать педаль в нажатом положении приблизительно 3 секунды, после этого педаль должна быть отпущена, повторить эти действия 2-3 раза. При установке новой педали акселератора, всегда требуется калибровка. "
3021,"Калибровочное значение, педаль акселератора, PWM2.","Приоритет 3. Индикация только при неподвижном автомобиле, только указание на неисправность, указание по действиям для ошибки не требуется. На неподвижном автомобиле горит сигнальная лампа STOP желтым цветом. Сигнал PWM2 педали акселератора (А410) не задан или не настроен. Неисправность появляется, когда значение холостого хода составляет меньше 10% или больше 30%, а значение точки полной нагрузки больше 90% или меньше 40%. При этом активизируется ограничение частоты вращения двигателя и ограничение крутящего момента. Значение педали акселератора рассчитывается по сигналу PWM1. Проверить точность сигнала (модуль педалей PWM2) при помощи ПК, выполнить калибровку педали акселератора. Калибровка педали осуществляется при помощи ПК. Для калибровки нажать на педаль акселератора до конца (режим ""кик-даун"" должен быть активирован), удерживать педаль в нажатом положении приблизительно 3 секунды, после этого педаль должна быть отпущена, повторить эти действия 2-3 раза. При установке новой педали акселератора, всегда требуется калибровка. "
3197,"Шина данных CAN: сообщение AS-Tronic ETC1, байт1.","Приоритет 3. Индикация только при неподвижном автомобиле, только указание на неисправность, указание по действиям для ошибки не требуется. На неподвижном автомобиле горит сигнальная лампа STOP желтым цветом. Неверные значения сигнала ""shift process"" или сигнала ""driveline engaged"" блока управления AS-Tronic (А330). Поступающий сигнал идентифицируется, как недействительный. Проверить регистратор неисправностей блока управления коробки передач AS-Tronic (А330) и устранить причины появления неисправностей, проверить проводку, контакты в разъёмах. Проверить сопротивление канала данных CAN трансмиссии (T-CAN): на контактах блока управления AS-Tronic А12 (-) и А8 (+) приблизительно 60 Ом. Проверить сопротивление канала данных CAN трансмиссии (T-CAN) на контактах блока FFR Х1/15 (-) иХ1/14 (+) приблизительно 120 Ом. При сопротивлении 0 Ом замыкание CAN-High на CAN-Low."
3250,Входы Comfort Shift (CS1 и CS2).,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Входное значение является не точным, когда оба входных сигнала Comfort Shift переключателя управления КПП (S477) имеют одинаковый уровень дольше 100мс. или после включения запрос остаётся невыполненным дольше 2 с. Функция Comfort Shift блокируется. При помощи ПК проверить точность сигналов ""Переключатель Comfort Shift"" и ""Переключатель Comfort Shift в обратном положении"". Проверить сопротивление: запрос Comfort Shift 1, блок FFR между контактами Х2/12 (+) и Х1/3 (-) на стороне блока FFR приблизительно 4,6 кОм. Проверить сопротивление: запрос Comfort Shift 2, блок FFR между контактами Х2/3 (+) и Х1/3 (-) на стороне блока FFR приблизительно 4,6 кОм. Проверить напряжение: запрос Comfort Shift 1, блок FFR между контактами Х2/12 (+) и Х1/3 (-): переключатель открыт 0 В, переключатель закрыт Uкл.15 (равное напряжению на клемме 15 замка зажигания при включенном зажигании). Проверить напряжение: запрос Comfort Shift 2, блок FFR между контактами Х2/3 (+) и Х1/3 (-): переключатель открыт 0 В, переключатель закрыт Uкл.15 (равное напряжению на клемме 15 замка зажигания при включенном зажигании)."
3251,Переключатель FGR(система регулирования скорости)/FGB(ограничение скорости движения).,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Неисправность переключателя FGR/FGB. Система FGR деактивируется. Проверить при помощи ПК точность сигнала ""Переключатель FGR КПП (Tempomat)"", проверить проводку и контакты в разъёмах, проверить переключатель FGR/FGB (S284). Проверить сопротивление: переключатель открыт, между контактами блока FFR Х2/16 (+) и Х1/3 (-), блок FFR отсоединён, приблизительно 4,6 кОм. Проверить напряжение: переключатель открыт, между контактами блока FFR Х2/16 (+) и Х1/3 (-), блок FFR отсоединён 0 В."
3269,Точность сигнала от клеммы 50 замка зажигания (запуск двигателя).,"Приоритет 3. Индикация только при неподвижном автомобиле, только указание на неисправность, указание по действиям для ошибки не требуется. На неподвижном автомобиле горит сигнальная лампа STOP желтым цветом. Сигнал о запуске двигателя от замка зажигания (Q101) считается неправильным, когда при включении зажигания, подаётся сигнал о запуске двигателя. После следующей процедуре включения запуск возможен, если в процессе запуска двигателя, обнаружен положительный сигнал. При помощи ПК проверить точность сигнала ""клемма50"", ""Внешний запрос остановки двигателя"", ""Внешний запрос запуска двигателя"", проверить проводку, контакты в разъёмах, замок зажигания (Q101), внешнее устройство для запуски и остановки двигателя. Проверить сопротивление между контактами разъёма блока FFR Х3/7 (+) и Х1/3 (-) на стороне FFR приблизительно 4,6 кОм. Проверить напряжение между контактами Х3/7 (+) и Х1/3 (-): переключатель открыт 0 В., переключатель закрыт от 16 до 32 В (Uбат напряжение аккумуляторных батарей)."
3311,Блок управления (калибровочная сумма EEPROM).,"Приоритет 1: Требуется остановка двигателя. Сигнальная лампа STOP мигает красным вместе с символом STOP. Если неисправность обнаружена водителем, блок FFR (А403), требуется заменить. Если неисправность появилась после процесса программирования (например ключа, сцепления или педали акселератора) или после замены блока FFR, требуется выполнить повторное изменение параметрв. Если  блок FFR заменён по причине этой неисправности, требуется выполнить следующее: перед подсоединением ПК снять неисправный блок FFR, после подсоединения ПК с помощью пункта меню  ""С сервисного компьютера через сетевое подключение на предприятии"" подготовить данные, требуемые для замены блока FFR, не при каких обстоятельствах не считывайте данные с неисправного блока FFR, возможна передача кода неисправности 3311 на новый блок."
3449,Противодавление выхлопных газов.,"Приоритет 2: Неисправность, требующая устранения в сервисном центре. Сигнальная лампа STOP горит постоянно красным цветом. Неисправность регистрируется, если в течении заданного времени противодавление выхлопных газов превышает пороговое значение, а моторной тормоз не активен. Модуль EVB (клапан моторного тормоза Y355) деактивируется. При помощи ПК проверить точность сигнала ""противодавление выхлопных газов"", проверить проводку, контакты в разъёмах, модуль EVB. Проверить сопротивление: питание 5 В., блок FFR между контактами Х2/5 (+) и Х1/3 (-) на стороне блока FFR приблизительно 100 кОм, на стороне автомобиля приблизительно 3,7 кОм. Проверить сопротивление: сигнал противодавления выхлопных газов, блок FFR между контактами Х3/4 (+) и Х1/3 (-)  на стороне блока FFR приблизительно 100 кОм, на стороне автомобиля приблизительно 12,2 кОм. Проверить сопротивление: масса, блок FFR между контактами Х3/5 (+) и Х1/3 (-) на стороне блока FFR приблизительно 1,9 кОм, на стороне автомобиля приблизительно 54 кОм. Проверить сопротивление: моторный тормоз, блок FFR между контактами Х4/14 (+) и Х1/3 (-) на стороне блока FFR приблизительно 8,82 кОм, на стороне автомобиля приблизительно 22 Ом. Проверить напряжение: питание 5 В., блок FFR между контактами Х2/5 (+) и Х 1/3 (-) приблизительно 5 В. Проверить напряжение: сигнал противодавления выхлопных газов, блок FFR между контактами Х3/4 (+) и Х1/3 (-) приблизительно 560 мВ. Проверить напряжение: масса, блок FFR между контактами Х3/5 (+) и Х1/3 (-) 0В. Проверить напряжение: моторный тормоз, блок FRR между контактами Х4/14 (+) и Х1/3 (-) модуль EVB активирован ---, модуль EVB не активирован 0 В. Проверить напряжение: блок FFR между контактами Х4/1 (+) и Х3/5 (-) электромагнитный клапан активирован приблизительно 27,6 В, при простом сигнале HIGH каждые 6 секунд, электромагнитный клапан деактивирован 0 В."
3450,Противодавление выхлопных газов.,"Приоритет 2: Неисправность, требующая устранения в сервисном центре. Сигнальная лампа STOP горит постоянно красным цветом. Неисправность регистрируется, если в течении заданного времени противодавление выхлопных газов превышает пороговое значение, а моторной тормоз не активен. Модуль EVB (клапан моторного тормоза Y355) деактивируется. При помощи ПК проверить точность сигнала ""противодавление выхлопных газов"", проверить проводку, контакты в разъёмах, модуль EVB. Проверить сопротивление: питание 5 В., блок FFR между контактами Х2/5 (+) и Х1/3 (-) на стороне блока FFR приблизительно 100 кОм, на стороне автомобиля приблизительно 3,7 кОм. Проверить сопротивление: сигнал противодавления выхлопных газов, блок FFR между контактами Х3/4 (+) и Х1/3 (-)  на стороне блока FFR приблизительно 100 кОм, на стороне автомобиля приблизительно 12,2 кОм. Проверить сопротивление: масса, блок FFR между контактами Х3/5 (+) и Х1/3 (-) на стороне блока FFR приблизительно 1,9 кОм, на стороне автомобиля приблизительно 54 кОм. Проверить сопротивление: моторный тормоз, блок FFR между контактами Х4/14 (+) и Х1/3 (-) на стороне блока FFR приблизительно 8,82 кОм, на стороне автомобиля приблизительно 22 Ом. Проверить напряжение: питание 5 В., блок FFR между контактами Х2/5 (+) и Х 1/3 (-) приблизительно 5 В. Проверить напряжение: сигнал противодавления выхлопных газов, блок FFR между контактами Х3/4 (+) и Х1/3 (-) приблизительно 560 мВ. Проверить напряжение: масса, блок FFR между контактами Х3/5 (+) и Х1/3 (-) 0В. Проверить напряжение: моторный тормоз, блок FRR между контактами Х4/14 (+) и Х1/3 (-) модуль EVB активирован ---, модуль EVB не активирован 0 В. Проверить напряжение: блок FFR между контактами Х4/1 (+) и Х3/5 (-) электромагнитный клапан активирован приблизительно 27,6 В, при простом сигнале HIGH каждые 6 секунд, электромагнитный клапан деактивирован 0 В."
3451,"""Comfort-Shift"" не функционирует.","Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Функция ""Comfort-Shift"" заблокирована. При помощи ПК проверить точность сигнала ""Переключатель Comfort-Shift"" и ""Переключатель Comfort-Shift в обратном положении"", проверить проводку, контакты в разъёмах, проверить переключатель рычага управления КПП (S477). Проверить сопротивление: запрос Comfort-Shift 1, блок FFR- между контактами Х2/12 (+) и Х1/3 (-) на стороне блока FFR приблизительно 4,6 кОм. Проверить сопротивление: запрос Comfort-Shift 2, блок FFR- между контактами Х2/3 (+) и Х1/3 (-) на стороне блока FFR приблизительно 4,6 кОм. Проверить напряжение: запрос Comfort-Shift 1, блок FFR- между контактами Х2/12 (+) и Х1/3 (-) переключатель открыт 0В., переключатель закрыт Uкл15 (напряжение от замка зажигания). Проверить напряжение: запрос Comfort-Shift 2, блок FFR- между контактами Х2/3 (+) и Х1/3 (-) переключатель открыт 0В., переключатель закрыт Uкл15 (напряжение от замка зажигания)."
3452,Выжать сцепление.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Недостаточно нажато сцепление или не правильно включен переключатель ""Comfort-Shift"". Требуется держать сцепление нажатым, пока процедура переключения не закончится."
3510,Перегрузка сцепления.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Блок FFR зарегистрировал пробуксовку сцепления. Крутящий момент понижается на 80%. По истечении заданного времени, необходимого для охлаждения сцепления, максимальный крутящий момент деблокируется.  "
3520,Таймаут LSS1.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Выключатель ретардера/коробки передач (А942) не рулевой колонке не отвечает. При помощи ПК проверить точность сигнала от выключателя (A942), проверить проводку, контакты в разъёмах, проверить переключатель (А942), проверить предохранитель F583. Проверить сопротивление провода сигнала между контактом блока FFR Х2/8 и контактом 2 переключателя на рулевой колонке: приблизительно 0,2 Ом. Проверить напряжение на выключателе, электропитание шины LIN между контактами 3 (+) и 1 (-) Uбат.(напряжение аккумуляторных батарей)."
3521,Таймаут MFL1.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Нет ответа от многофункционального рулевого колеса MFL (А943).При помощи ПК проверить точность сигналов от многофункционального рулевого колеса MFL (А943) (Set-, Set+, Выкл., Memo, FGR/FGB), проверить проводку, контакты в разъёмах, проверить рулевое колесо, проверить предохранитель F583. Проверить сопротивление провода сигнала шины LIN между контактом Х2/8 блока FFR и контактом 3 рулевого колеса: приблизительно 0,2 Ом. Проверить напряжение электропитания шины LIN на контактах 1 (+) и 2 (-): Uбат.(напряжение аккумуляторов). При помощи ПК возможно проверить только правую сторону рулевого колеса."
3522,Таймаут INST1.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Нет ответа от приборной панели (А407). Проверить проводку, контакты в разъёмах, проверить приборную панель (А407). Проверить сопротивление сигнального провода шины LIN между контактом Х2/8 блока FFR и контактом Х1/15 приборной панели: приблизительно 0,2 Ом."
3524,Правая сторона MFL неисправна.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Правая сторона рулевого колеса MFL неисправна. Эта неисправность обнаруживается MFL и на блок FFR передаётся сообщение MFL1. При помощи ПК проверить точность сигналов от многофункционального рулевого колеса MFL (А943) (Set-, Set+, Выкл., Memo, FGR/FGB), проверить проводку, контакты в разъёмах, проверить рулевое колесо, проверить предохранитель F583. Проверить сопротивление провода сигнала шины LIN между контактом Х2/8 блока FFR и контактом 3 рулевого колеса: приблизительно 0,2 Ом. Проверить напряжение электропитания шины LIN на контактах 1 (+) и 2 (-): Uбат.(напряжение аккумуляторов). При помощи ПК возможно проверить только правую сторону рулевого колеса."
3525,Левая/правая сторона MFL  не исправна.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Левая/правая сторона рулевого колеса MFL неисправна. Эта неисправность обнаруживается MFL и на блок FFR передаётся сообщение MFL1. При помощи ПК проверить точность сигналов от многофункционального рулевого колеса MFL (А943) (Set-, Set+, Выкл., Memo, FGR/FGB), проверить проводку, контакты в разъёмах, проверить рулевое колесо, проверить предохранитель F583. Проверить сопротивление провода сигнала шины LIN между контактом Х2/8 блока FFR и контактом 3 рулевого колеса: приблизительно 0,2 Ом. Проверить напряжение электропитания шины LIN на контактах 1 (+) и 2 (-): Uбат.(напряжение аккумуляторов). При помощи ПК возможно проверить только правую сторону рулевого колеса."
3526,Неисправность LSS.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Выключатель ретардера/коробки передач (А942) не рулевой колонке неисправен. При помощи ПК проверить точность сигнала от выключателя (A942), проверить проводку, контакты в разъёмах, проверить переключатель (А942), проверить предохранитель F583. Проверить сопротивление провода сигнала между контактом блока FFR Х2/8 и контактом 2 переключателя на рулевой колонке: приблизительно 0,2 Ом. Проверить напряжение на выключателе, электропитание шины LIN между контактами 3 (+) и 1 (-) Uбат.(напряжение аккумуляторных батарей)."
3527,Замыкание шины LIN.,"Приоритет 5: Индикация во время остановки и во время движения автомобиля. Сигнальная лампа STOP горит желтым цветом и во время движения и во время остановки или стоянки. Неисправность записывается, когда происходит замыкание провода шины LIN на массу или на напряжение аккумуляторов. Неисправность записывается, если замыкание регистрируется более чем 10 секунд. Проверить провод сигнала шины LIN на предмет замыканий, проверить контакты в разъёмах. Проверить сопротивление сигнального провода шины LIN между контактом Х2/8 блока FFR и контактом 2 выключателя на рулевой колонке ретардера/коробки передач: приблизительно 0,2 Ом. Проверить сопротивление сигнального провода шины LIN между контактом Х2/8 блока FFR и контактом 3 многофункционального рулевого колеса MFL: приблизительно 0,2 Ом. Проверить сопротивление сигнального провода шины LIN между контактом Х2/8 блока FFR и контактом Х1/15 приборной панели: приблизительно 0,2 В."
