code,description,steps
00190,Сигнал частоты вращения двигателя,"Состояние неисправности: FMI 8

Приоритет 1

В сочетании с символом STOP необходимо остановить двигатель.

Индикация неисправности:

Центральная сигнальная лампа (H111) мигает красным цветом.

Проявление неисправности:

Используется заменяющее значение, основанное на модели.

Причина неисправности:

Сигнал частоты вращения двигателя отсутствует (сигнал в сообщении EEC1).

Устранение неисправности:

1. При наличии также других неисправностей T-CAN, проверьте T-CAN с помощью цифрового мультиметра, измерьте сопротивление между CAN High и CAN Low при выключенном зажигании. Номинальное значение составляет 60 Ом, при 0 Ом между CAN High и CAN Low присутствует замыкание, при 120 Ом поврежден согласующий резистор или само сопротивление, при еще более высоком значении сопротивления шина CAN неисправна, неисправны или не соединены оба согласующих резистора.

2. Если другие неисправности EDC устранены, проверьте EDC Monitoring.

3. Проверьте наличие индикации частоты вращения на панели (A407), например, частота вращения на холостом ходу 700 об./мин.

Перечень шагов проверки:

Проверьте T-CAN."
00512,"Сигнал крутящего момента, заданного водителем","Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Используется заменяющее значение, основанное на модели (характеристика двигателя).

Причина неисправности:

Сигнал ""крутящего момента, заданного водителем"" неисправен.

Устранение неисправности:

1. При наличии других неисправностей педали акселератора, например 00091, проверьте педаль акселератора с помощью ПК (EDC).

2. Проверьте EDC или CAN на наличие других неисправностей.

Перечень шагов проверки:

Проверьте M-CAN и T-CAN.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов."
00513,Сигнал момент двигателя,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Используется заменяющее значение, основанное на модели.

Причина неисправности:

Сигнал ""момент двигателя"" неисправен.

Устранение неисправности:

Сигнал ""момент двигателя"" поступает от EDC.

Перечень шагов проверки:

Проверьте M-CAN и T-CAN.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов.

Проверьте FFR (А403)."
00514,Сигнал момента потерь двигателя,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Постоянно используется заменяющее значение.

Причина неисправности:

Сигнал ""момент потерь двигателя"" неисправен.

Устранение неисправности:

Сигнал ""момент потерь двигателя"" поступает от EDC.

Перечень шагов проверки:

Проверьте FFR (А403).

Проверьте M-CAN и T-CAN.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов."
00520,Сигнал момента торможения двигателем,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Постоянно используется заменяющее значение.

Причина неисправности:

Сигнал ""момент торможения двигателем"" неисправен.

Устранение неисправности:

Сообщение поступает от FFR (A403), проверьте FFR на наличие других сообщений.

Перечень шагов проверки:

Проверьте частоту вращения двигателя, если она не соответствует нормальной, проверьте FFR (A403)."
00525,Сигнал заданной передачи,"Состояние неисправности: FMI 8

Приоритет 1

В сочетании с символом STOP необходимо остановить двигатель.

Индикация неисправности:

Контрольная лампа коробки передач (H179) и центральная сигнальная лампа (H111) горят.

Проявление неисправности:

Сохраняется последнее действительное значение.

Причина неисправности:

Сигнал ""заданная передача"" от FFR (A403) неисправен.

Устранение неисправности:

Сигнал поступает от FFR (A403).

Перечень шагов проверки:

Проверьте FFR."
00558,Выключатель холостого хода педали акселератора,"Состояние неисправности: FMI 8

Приоритет 1

В сочетании с символом STOP необходимо остановить двигатель.

Индикация неисправности:

Контрольная лампа коробки передач (H179) горит, а центральная сигнальная лампа (H111) мигает красным цветом.

Проявление неисправности:

Используется заменяющее значение, основанное на модели (педаль акселератора).

Причина неисправности:

Сигнал ""выключатель холостого хода педали акселератора"" неисправен.

Устранение неисправности:

Проверьте состояние педали акселератора с помощью ПК или проверьте FFR. Проверьте провода и штепсельные контакты от педали акселератора и FFR.

Перечень шагов проверки:

Проверьте FFR."
00559,Сигнал работы переключателя режима максимального ускорения,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Используется заменяющее значение, основанное на модели (педаль акселератора).

Причина неисправности:

Сигнал ""работы переключателя режима максимального ускорения"" неисправен.

Устранение неисправности:

Сигнал ""работы переключателя режима максимального ускорения"" поступает от FFR (A403). Проверьте работу переключателя режима максимального ускорения с помощью ПК (EDC Monitoring). Проверьте провода и штепсельные контакты от переключателя режима максимального ускорения и FFR.

Проверьте шину на наличие других неисправностей (M- и T-CAN), при наличии таковых, проведите проверку.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов."
00561,"Сигнал ""вмешательства"" ASR в работу двигателя","Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Постоянно используется заменяющее значение.

Причина неисправности:

Сигнал ""вмешательства ASR в работу двигателя"" неисправен.

Устранение неисправности:

Проверьте, не отсутствуют ли сигналы ASR также в других блоках управления, в случае отсутствия таковых проверьте EBS. Проверьте провода и штепсельные соединения T-CAN. Проверьте FFR (А403).

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов.

Перечень шагов проверки:

Проверьте FFR."
00562,"Сигнал ""вмешательства"" ASR в работу тормозов","Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Постоянно используется заменяющее значение.

Причина неисправности:

Сигнал ""вмешательства ASR в работу тормозов"" неисправен.

Устранение неисправности:

Проверьте, не отсутствуют ли сигналы ASR также в других блоках управления, в случае отсутствия таковых проверьте EBS. Проверьте провода и штепсельные соединения T-CAN. Проверьте FFR (А403).

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов.

Перечень шагов проверки:

Проверьте FFR."
00563,Сигнал ABS,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Используется заменяющее значение, если антиблокировочная система не работает. Активный сигнал ABS сохраняется до полного прекращения работы рабочей тормозной системы.

Причина неисправности:

Сигнал ABS неисправен.

Устранение неисправности:

Проверьте наличие сигнала ABS и индикацию других неисправностей также в других блоках управления, при отсутствии сигнала ABS или наличии других неисправностей проверьте блок управления EBS (А402), провода T-CAN и соответствующие штепсельные соединения.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов."
00595,Сигнал работы системы автоматического поддержания скорости,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Постоянно используется заменяющее значение.

Причина неисправности:

Сигнал ""работы системы автоматического поддержания скорости"" неисправен.

Устранение неисправности:

Проверьте FFR Monitoring или запрос FGB/FGR

Проверьте CAN на наличие других неисправностей, при наличии таковых проверьте T-CAN.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов."
00597,Сигнал выключателя тормоза,"Состояние неисправности: FMI 8

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность

Индикация неисправности:

Центральная сигнальная лампа (H111) светится желтым цветом.

Проявление неисправности:

Заменяющий сигнал тормозов задействуется в случае превышения скоростью вращения на входе коробки передач допустимого порога, в противном случае сигнал тормозов не задействуется.

Причина неисправности:

Сигнал ""выключатель тормозов"" неисправен и поступает от EBS.

Устранение неисправности:

Проверьте EDC, педаль тормоза, выключатель сигнала торможения и провода с помощью ПК.

Проверьте T-CAN на наличие других неисправностей, при наличии таковых проверьте T-CAN.

Сопротивление на T-CAN должно составлять 60 Ом - неисправность отсутствует. Если сопротивление составляет примерно 0 Ом, то между CAN H и CAN L присутствует замыкание, если сопротивление составляет 120 Ом, то согласующий резистор или соединение с ним повреждено. Еще более высокое значение сопротивления указывает на поломку CAN или неисправность обоих согласующих резисторов."
