code,description,steps
173,Температура отработавших газов перед их обработкой с целью снижения токсичности,"Стратегия мониторинга: проверка на предмет слишком высокой или слишком низкой температуры ОГ, неплотного контакта и достоверности скорости изменения температуры.

Приоритетность ошибки: 5

Ошибка OBD: P1010

Влияние неисправности:

Описание неисправности: температура слишком высокая (FMI 1), температура

слишком низкая (FMI 2), недостоверный сигнал (FMI 3), ошибка сигнала (FMI 8),

неисправность устройства (FMI 9), неплотный контакт на сигнальной линии (FMI 11).

Способ устранения:

-         Проверка с помощью мониторинга MAN-cats® сигнала на идентифицируемость.

-         Проверка кабелей.

-         Проверка разъемных соединений.

-         Проверка и при необходимости замена датчика температуры ОГ (B561).

Этапы проверки:

-         Соединение с массой: замер сопротивления между контактами A10 и A02.

Заданное значение: > 10 МОм

-         Сопротивление датчика: замер сопротивления между контактами A28 и A10.

Заданное значение: 200–700 Ом

-         Напряжение сигнала: замер напряжения между контактами A28 и A10.

Заданное значение: от 1,08 до 2,30 В при 20–700 °C на холостом ходу"
174,Температура топлива,"Стратегия мониторинга: в настоящее время датчик не устанавливается в грузовой автомобиль/автобус.

Приоритетность ошибки: 3

Описание неисправности: слишком высокая температура (FMI 1), недостоверный сигнал (FMI 3), неплотный контакт (FMI 11).

Способ устранения:

-         для двигателей производства MAN только мониторинг MAN-cats®"
609,Шина CAN двигателя,"Стратегия мониторинга: контроль модуля CAN (M-CAN) на состояние отключения шины или на пассивное состояние.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: U1000

Влияние неисправности: блок управления двигателем переходит в ""автономный режим"", т. е. двигатель работает на холостом ходу и не принимает сигналов от педали акселератора.

Описание неисправности: отсутствие сигнала → состояние отключения шины (FMI 4), ошибочный сигнал → ошибка пассивного состояния (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления между контактами A48 и A35.

Заданное значение: 115–125 Ом"
651,Цепь тока электромагнитного клапана 1,"Стратегия мониторинга: проверка электрической цепи тока блок управления (жгут проводов) инжектора на предмет обрыва проводов, короткого замыкания или прочих электрических неисправностей.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1300

Влияние неисправности: падение мощности, в соответствующий цилиндр не впрыскивается топливо.

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления согласно списку контрольных проверок."
652,Цепь тока электромагнитного клапана 2,"Стратегия мониторинга: проверка электрической цепи тока блок управления (жгут проводов) инжектора на предмет обрыва проводов, короткого замыкания или прочих электрических неисправностей.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1301

Влияние неисправности: падение мощности, в соответствующий цилиндр не впрыскивается топливо.

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления согласно списку контрольных проверок."
653,Цепь тока электромагнитного клапана 3,"Стратегия мониторинга: проверка электрической цепи тока блок управления (жгут проводов) инжектора на предмет обрыва проводов, короткого замыкания или прочих электрических неисправностей.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1302

Влияние неисправности: падение мощности, в соответствующий цилиндр не впрыскивается топливо.

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления согласно списку контрольных проверок."
654,Цепь тока электромагнитного клапана 4,"Стратегия мониторинга: проверка электрической цепи тока блок управления (жгут проводов) инжектора на предмет обрыва проводов, короткого замыкания или прочих электрических неисправностей.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1303

Влияние неисправности: падение мощности, в соответствующий цилиндр не впрыскивается топливо.

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления согласно списку контрольных проверок."
655,Цепь тока электромагнитного клапана 5,"Стратегия мониторинга: проверка электрической цепи тока блок управления (жгут проводов) инжектора на предмет обрыва проводов, короткого замыкания или прочих электрических неисправностей.

Приоритетность ошибки: 2

Ошибка OBD: P1304

Влияние неисправности: падение мощности, в соответствующий цилиндр не впрыскивается топливо.

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления согласно списку контрольных проверок."
656,Цепь тока электромагнитного клапана 6,"Стратегия мониторинга: проверка электрической цепи тока блок управления (жгут проводов) инжектора на предмет обрыва проводов, короткого замыкания или прочих электрических неисправностей.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1304

Влияние неисправности: падение мощности, в соответствующий цилиндр не впрыскивается топливо.

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-         замер сопротивления согласно списку контрольных проверок."
1079,Питание датчика 6: короткое замыкание на корпус или +Ubat,"Стратегия мониторинга: проверка нахождения этого напряжения питания в допустимом диапазоне.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: короткое замыкание (FMI 7), неисправность прибора

(FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
1080,Питание датчика 4: короткое замыкание на корпус или +Ubat,"Стратегия мониторинга: проверка нахождения этого напряжения питания в допустимом диапазоне.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: (FMI 7), неисправность прибора (FMI 9), обрыв (FMI 10).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
1131,Температура воздуха наддува перед двигателем (в трубе наддува),"Стратегия мониторинга: проверка на неплотный контакт или достоверность скорости изменения температуры воздуха наддува, слишком высокая или низкая температура.

Приоритетность ошибки: 4

Ошибка OBD: P1015

Описание неисправности: температура слишком высокая (FMI 1), температура слишком низкая (FMI 2), недостоверный сигнал (скорость изменения) (FMI 3), ошибки сигнала (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

-         Проверка и при необходимости замена датчика давления наддува/датчика температуры воздуха для турбонагнетателя (В623).

Этапы проверки:

-         замер напряжения между контактом C12 и контактом C68.

Заданное значение: 4,20–2,20 В при 0–60 °C."
1761,Уровень заполнения AdBlue недействительный,"Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: недостоверный сигнал (FMI 3), ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3004,Заслонка системы рециркуляции ОГ заблокирована,"Стратегия мониторинга: проверка на предмет заблокированной открытой или закрытой заслонки системы рециркуляции ОГ.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1016

Влияние неисправности: система рециркуляции ОГ не работает.

Описание неисправности: заслонка заблокирована в открытом состоянии (FMI 1),

заслонка заблокирована в закрытом состоянии (FMI 2).

Способ устранения:

-         Выполнение испытаний регулирующих устройств с помощью MAN-cats® .

-         Проверка кабелей.

-         Проверка разъемных соединений.

-         Ремонт или замена заслонки AGR.

-         Проверка подачи сжатого воздуха.

Этапы проверки:

-         замер сопротивления между контактом C29 и контактом C04.

Заданное значение: 25–110 Ом"
3005,"Сообщение шины CAN, невозможно обнаружить клапан системы AGR","Стратегия мониторинга:

Приоритетность ошибки: 4

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности:

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3009,Превышение частоты вращения двигателя,"Стратегия мониторинга: контроль на превышение предельного числа оборотов.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: частота вращения слишком большая (FMI 1).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3014,Сбой главного реле,"Стратегия мониторинга: неисправность, если после отключения клеммы 15 блок управления еще остается под напряжением в течение определенного времени.

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики: P1502

Влияние неисправности: батарея может разряжаться при длительном простое.

Описание неисправности: недостоверный сигнал (FMI 3).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

-         Если неисправности не обнаруживаются: проверить и при необходимости заменить блок управления двигателем EDC (А435) (по согласованию с компетентным специализированным отделением).

Этапы проверки:

-         измерение напряжения между контактом A17 и контактом А02.

Заданное значение: +Ubat при включенном зажигании, 0 В при выключенном зажигании.

-         Измерение напряжения между контактом С81 и контактом А02.

Заданное значение: 4,75–5,25 В при включенном зажигании, 0 В при выключенном зажигании.

Контакт C81 должен переключаться на 0 В с задержкой не более 14 секунд после выключения зажигания."
3016,Ошибка тайм-аута PTM1,"Стратегия мониторинга:

Приоритетность ошибки: 2

Ошибка OBD:

Влияние неисправности:

Описание неисправности: отсутствие сигнала (FMI 4).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3017,"Ошибка PTM1, отключение блока памяти","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3018,"Ошибка PTM1, статус моторного тормоза","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3019,"Ошибка PTM1, превышение частоты вращения","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3020,"Ошибка PTM1, верхний холостой ход","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3021,"Ошибка PTM1, статус трансмиссии","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3022,"Ошибка PTM1, статус выключения рампы","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3023,"Ошибка PTM1, промежуточная частота вращения","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3024,"Ошибка PTM1, регулятор частоты вращения, верхний холостой ход","Стратегия мониторинга:

Приоритетность ошибки: 5

Ошибка OBD:

Влияние неисправности:

Описание неисправности: слишком низкая частота вращения (FMI 2), ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3025,"Ошибка PTM1, желание водителя","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3027,Ошибка тайм-аута PTM2,"Стратегия мониторинга:

Приоритетность ошибки: 2

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: отсутствие сигнала (FMI 4).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3028,"Ошибка PTM2, максимальное ускорение","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3029,Ошибка PTM2 Mode Request,"Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3030,"Ошибка PTM2, регулятор частоты вращения, нижний холостой ход","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: слишком высокая частота вращения (FMI 1), сигнал отсутствует (FMI 4), ошибочный сигнал (FMI 8).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
3031,"Ошибка PTM2, запрос запуска или останова","Стратегия мониторинга:

Приоритетность ошибки: 5

Код P бортовой системы самодиагностики:

Влияние неисправности:

Описание неисправности: запрос пуска (FMI 1), запрос останова (FMI 2).

Способ устранения:

-         Проверка кабелей.

-         Проверка разъемных соединений.

Этапы проверки:

-

Номинальное значение:"
