code,description,steps
08120,Внутренняя температура приборной панели выходит за пределы допустимого диапазона,"Состояние неисправности: FMI 1

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Индикация неисправности:

На дисплее нет других индикаций, или изображение нечеткое. В крайнем случае возможно образование пузырьков.

Причина неисправности:

Температура прибора превысила 85°C.

Устранение неисправности:

При образовании пузырьков следует заменить прибор. Если изображение нечеткое, то, возможно, после охлаждения прибор будет работать.

Этапы проверки:

Внешний осмотр прибора"
08120,Внутренняя температура приборной панели выходит за пределы допустимого диапазона,"Состояние неисправности: FMI 2

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Индикация неисправности:

Дисплей запотевает, и индикацию не видно.

Причина неисправности:

Температура прибора опустилась ниже - 40°C.

Устранение неисправности:

Необходимо повысить температуру в кабине водителя."
08121,"Сбой сообщения «AUX_STAT_1» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_1 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR. Число определяет содержание сообщения.

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Индикация неисправности:

Уровень топлива (текущий бак), передача заднего хода включена (зуммер 2 с), блокиратор кабины открыт, или информация ABS (не ABS прицепа) не функционирует. Некоторые контрольные лампы или состояния выключателей не функционируют. На дисплее всегда отображаются все 4 неисправности SPN (08121-08124).

Сообщение на дисплее: неисправность бортового компьютера

Причина неисправности:

Высока вероятность того, что ZBR (A302) неисправен.

Устранение неисправности:

Замените ZBR (A302)

Этапы проверки:

Проверьте ZBR (A302)"
08122,"Сбой сообщения «AUX_STAT_2» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_2 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR. Число определяет содержание сообщения.

Состояние неисправности: FMI 4

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность.

Индикация неисправности:

Некоторые контрольные лампы или состояния выключателей не функционируют, например ABS, коробка отбора мощности, ступень ретардера 1-9, централизованная смазочная система или контрольная лампа стояночного тормоза. На дисплее всегда отображаются все 4 неисправности SPN (08121-08124).

Сообщение на дисплее: неисправность электрики

Причина неисправности:

Высока вероятность того, что ZBR (A302) неисправен.

Устранение неисправности:

Замените ZBR (A302)

Этапы проверки:

Проверьте ZBR (A302)"
08123,"Сбой сообщения «AUX_STAT_3» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_3 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Индикация неисправности:

Некоторые контрольные лампы или состояния выключателей не функционируют, например указатель поворота, обратный сигнал противотуманной фары, обратный сигнал заднего противотуманного фонаря, электрофакельное устройство или обратный сигнал дальнего света. На дисплее всегда отображаются все 4 неисправности SPN (08121-08124).

Сообщение на дисплее: неисправность бортового компьютера

Причина неисправности:

Высока вероятность того, что ZBR (A302) неисправен.

Устранение неисправности:

Замените ZBR (A302)

Этапы проверки:

Проверьте ZBR (A302)"
08124,"Сбой сообщения «AUX_STAT_4» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_4 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR.

Состояние неисправности: FMI 4

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность.

Индикация неисправности:

Некоторые контрольные лампы или состояния выключателей не функционируют, например ESP, активность остановочного тормоза, состояние опускания книлинга или состояние кл. WSK. На дисплее всегда отображаются все 4 неисправности SPN (08121-08124).

Сообщение на дисплее: неисправность бортового компьютера

Причина неисправности:

Высока вероятность того, что ZBR (A302) неисправен.

Устранение неисправности:

Замените ZBR (A302)

Этапы проверки:

Проверьте ZBR (A302)"
08125,"Сбой сообщения «AUX_STAT_5» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_5 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR.

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Примечание. Не используется, служит только резервом"
08126,"Сбой сообщения «AUX_STAT_6» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_6 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR.

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Примечание. Не используется, служит только резервом"
08127,"Сбой сообщения «AUX_STAT_7» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_7 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR.

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Примечание. Не используется, служит только резервом"
08128,"Сбой сообщения «AUX_STAT_8» от ZBR (контрольные лампы, состояния выключателей)","AUX_STAT_8 – это название сообщения, а полностью ZBR (A302) обозначается как AUX STAT ZBR.

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Примечание. Не используется, служит только резервом"
08129,Сбой сообщения DM1 «Контроллер кузова» от ZBR (контрольное устройство ZBR на I-CAN имеется и готово к эксплуатации),"DM1 означает Diagnostic Message 1 (сообщение диагностики) и служит для передачи активного сообщения о неисправности.

Состояние неисправности: FMI 4

Приоритет 1

В сочетании с символом STOP необходимо остановить двигатель.

Индикация неисправности:

Символ Stop

Сообщение на дисплее: неисправность бортового компьютера

Причина неисправности:

Неисправность борт. компьютера

Устранение неисправности:

Проверьте ZBR"
08130,Сбой сообщения «CC/VHS» от FFR (функциональность Tempomat),"CC/VHS означает Cruise Control/Vehicle Speed.

Состояние неисправности: FMI 4

Приоритет 2

Возможно, неисправность, требующая устранения в сервисном центре! Указание на неисправность

Индикация неисправности:

Индикация Tempomat не функционирует.

Сообщение на дисплее: неисправность электрики

Причина неисправности:

Сообщение не поступает с FFR (A403), т. е. проверьте FFR (A403).

Устранение неисправности:

Замените FFR (A403)

Этапы проверки:

Просмотрите список этапов проверки электроники FFR4 и сравните значения."
08131,Тахоспидограф не отправляет номер шасси по требованию,"Состояние неисправности: FMI 4

Приоритет 4

На дисплее отсутствует индикация, центральная сигнальная лампа не горит или не мигает, другие контрольные устройства не горят.

Причина неисправности:

Спидограф (TCO) не отправляет номер шасси

Устранение неисправности:

Проверьте TCO, проверьте провод и штекер"
08133,Сбой в таблицах параметров/неправильная настройка параметров,"Состояние неисправности: FMI 3

Приоритет 1

В сочетании с символом STOP необходимо остановить двигатель.

Причина неисправности:

Сбой по контрольной сумме

Устранение неисправности:

Выполните настройку заново. При повторном возникновении неисправности замените приборную панель"
08134,Сбой в содержании параметра EOL,"EOL означает End Of Line (программирование в конце сборочной линии).

Состояние неисправности: FMI 3

Приоритет 1

В сочетании с символом STOP необходимо остановить двигатель.

Причина неисправности:

Возможно только посредством ручного программирования, но не с помощью ПК.

Устранение неисправности:

Считайте версию программного обеспечения и проверьте ее правильность. Выполните настройку заново. При повторном возникновении неисправности замените приборную панель."
08135,Сообщение о потерях в «Баке Info1» от ZBR (уровень заполнения бака Adblue),"Состояние неисправности: FMI 4

Приоритет 5

Индикация во время движения и остановки автомобиля; только указание на неисправность.

Индикация неисправности:

Индикация запаса Adblue не функционирует, стрелка находится в положении стоянки (словно зажигание выключено).

Сообщение на дисплее: неисправность электрики

Причина неисправности:

Сообщение «Бак Info1» отсутствует.

Устранение неисправности:

Проверьте блок управления Adblue и EDC

Этапы проверки:

Проверьте уровень заполнения бака с помощью ПК."
08200,Кнопки на мультифункциональном рулевом колесе A943 (MFL) запали или нажаты слишком долго,"Состояние неисправности: FMI 9

Приоритет 4

На дисплее отсутствует индикация, центральная сигнальная лампа не горит или не мигает, другие контрольные устройства не горят.

Индикация неисправности:

Мультифункциональное рулевое колесо неисправно.

Причина неисправности:

Обнаружено, что кнопки запали, при этом для различных кнопок предусмотрено различное время. Кнопки 1 и 2 (справа) – 90 секунд, кнопки 9 и 10 (слева) – 30 секунд, а все остальные кнопки – 5 минут [link @IDREF=""CMS9949104511902""] Внимание! Если планируется внесение изменений, то лимит времени для всех кнопок следует повысить до 10 минут

Устранение неисправности:

Замените мультифункциональное рулевое колесо A943.

Этапы проверки:

Нажмите кнопки и посмотрите, которые из них запали."
08201,"Сбой сообщения LIN «MFL1» от мультифункционального рулевого колеса A943. FFR (A403) не отправляет сообщение, или MFL не записывает в сообщение данные.","MFL1 – это название сообщения.

LIN означает Local Interconnect Network (система шины данных)

Состояние неисправности: FMI 4

Приоритет 4

На дисплее отсутствует индикация, центральная сигнальная лампа не горит или не мигает, другие контрольные устройства не горят.

Индикация неисправности:

Мультифункциональное рулевое колесо A943 (MFL) не функционирует.

Причина неисправности:

Мультифункциональное рулевое колесо A943 (MFL) не записывает данные в сообщение, отправленное FFR (A403), или FFR (A403) не отправляет сообщение.

Устранение неисправности:

Примечание. Эта неисправность отображается только в программном обеспечении приборов R08 и R20 В версии R22 генерируется неисправность SPN 8202 или 8203. Проверьте мультифункциональное рулевое колесо A943 и FFR. С помощью осциллоскопа проверьте, имеются ли сигналы и заголовок. Проверьте линию передачи данных LIN на предмет разрыва и короткого замыкания, штекерные соединения.

Этапы проверки:

Осциллограмма показывает три сигнала, при этом сигналы мультифункционального рулевого колеса A943 и переключателя на рулевой колонке имеют примерно одинаковую длину (прибл. 10 мс), а сигнал прибора несколько короче (прибл. 8 мс). Необходимым условием для выполнения этого требования является безупречное состояние всех приборов. Последовательность сигналов зависит от времени пуска и от фронта триггера. Все измерения производились на X2 Pin 8 (64512) FFR A403 с помощью цифрового осциллографа.

При полном отказе линии передачи данных отображается только заголовок (короткий сигнал продолжительностью прибл. 5 мс). Разумеется, разницу можно заметить только с помощью цифрового осциллографа.

При отказе заголовка LIN для Ubat отображается прямая линия.

При коротком замыкани на массу осциллоскоп показывает прямую линию при 0."
08202,Сбой сообщения LIN «MFL1». В отправленном сообщении FFR (A403) не записаны данные MFL.,"MFL1 – это название сообщения.

LIN означает Local Interconnect Network (система шины данных)

Состояние неисправности: FMI 4

Приоритет 4

На дисплее отсутствует индикация, центральная сигнальная лампа не горит или не мигает, другие контрольные устройства не горят.

Индикация неисправности:

Мультифункциональное рулевое колесо A943 не функционирует.

Причина неисправности:

В отправленном сообщении FFR (A403) не записаны данные мультифункционального рулевого колеса A943 (MFL).

Устранение неисправности:

Примечание. Эта неисправность отображается только в программном обеспечении приборов R08 и R20. Проверьте мультифункциональное рулевое колесо A943 (MFL) и линию передачи данных LIN на предмет разрыва и короткого замыкания, проверьте штекерные соединения.

Этапы проверки:

С помощью цифрового осциллографа можно обнаружить, что данные не записаны и вместо этого имеется только сигнал заголовка. Подключите осциллограф к FFR A403 на X2 Pin 8 (64512) и проверьте сигнал."
08203,Сбой сообщения LIN «MFL1». Автомобильный компьютер не отправляет сообщение,"MFL1 – это название сообщения.

LIN означает Local Interconnect Network (система шины данных)

Состояние неисправности: FMI 4

Приоритет 4

На дисплее отсутствует индикация, центральная сигнальная лампа не горит или не мигает, другие контрольные устройства не горят.

Индикация неисправности:

Мультифункциональное рулевое колесо A943 не функционирует.

Причина неисправности:

FFR (A403) не отправляет сообщение.

Устранение неисправности:

Примечание. Эта неисправность отображается только в программном обеспечении приборов R08 и R20. С помощью осциллоскопа проверьте, имеются ли отклонения.

Этапы проверки:

Подключите осциллограф к FFR на X2 Pin 8 (64512) и проверьте сигнал."
